ID,designation_header,strain_number_header,is_type_strain_header,species,domain,phylum,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID
17746,M1-22,"DSM 18107, KCTC 12592, Gsoil 052",1,Chitinophaga ginsengisoli,Bacteria,Bacteroidota,aerobe,2728369473,363837
,,,,,,,,363837.3,363837
17745,758,"DSM 13484, IFO 16041, JCM 9735, CCUG 51324, CIP 105790, NBRC 16041",1,Chitinophaga japonensis,Bacteria,Bacteroidota,obligate aerobe,104662.3,104662
,,,,,,,,2596583629,104662
166525,ZY74,"CCTCC AB 2018369, KCTC 72039",1,Chitinophaga lutea,Bacteria,Bacteroidota,aerobe,2843493113,2488634
17750,JS13-10,"DSM 24787, JCM 15440, KACC 12952, NBRC 106412, UCCCB101",1,Chitinophaga niabensis,Bacteria,Bacteroidota,aerobe,2636416022,536979
,,,,,,,,536979.4,536979
17751,JS16-4,"DSM 24859, JCM 15441, KACC 12954",1,Chitinophaga niastensis,Bacteria,Bacteroidota,aerobe,2728369470,536980
,,,,,,,obligate aerobe,536980.3,536980
133769,YC7001,"KACC 14533, JCM 16595, NBRC 109756",1,Chitinophaga oryziterrae,Bacteria,Bacteroidota,aerobe,1031224.3,1031224
159794,LY-1,"CCTCC AB 2018018, KCTC 62444",1,Chitinophaga parva,Bacteria,Bacteroidota,aerobe,2882451716,2169414
17740,,"DSM 2588, ATCC 43595, IFO 15968, NBRC 15968, UQM 2034, CIP 107364, ACM 2034, NCIMB 11800",1,Chitinophaga pinensis,Bacteria,Bacteroidota,obligate aerobe,485918.6,485918
,,,,,,,,644736340,485918
140710,T16R-86,"KACC 18790, JCM 31600",1,Chitinophaga rhizosphaerae,Bacteria,Bacteroidota,aerobe,2883068021,1864947
17752,CS5-B1,"DSM 21039, KCTC 22170",1,Chitinophaga rupis,Bacteria,Bacteroidota,aerobe,2622736599,573321
,,,,,,,,573321.3,573321
17743,BA-3,"DSM 784, ATCC 23092, IFO 15057, NBRC 15057, CCUG 56030, LMG 8377, HAMBI 1988, VKM B-1428, CIP 107780, NCIMB 1379",1,Chitinophaga sancti,Bacteria,Bacteroidota,obligate aerobe,1004.4,1004
,,,,,,,,2563366652,1004
,,,,,,,,2595699005,1004
166453,K20C18050901,"GDMCC 1.1411, KCTC 62860",1,Chitinophaga silvisoli,Bacteria,Bacteroidota,aerobe,2291814.3,2291814
,,,,,,,,2839167154,2291814
17748,"CC SG-1B, CC-SG1B","DSM 23857, CCUG 52510, CIP 109140",1,Chitinophaga skermanii,Bacteria,Bacteroidota,aerobe,2593339293,331697
,,,,,,,obligate aerobe,331697.3,331697
17749,KP01,"DSM 23920, KCTC 12836, LMG 24015, CIP 109744",1,Chitinophaga terrae,Bacteria,Bacteroidota,aerobe,2599185217,408074
,,,,,,,obligate aerobe,408074.3,408074
159706,10-7W-9003,"GDMCC 1.1252, KACC 19415, KCTC 52926",1,Chitinophaga varians,Bacteria,Bacteroidota,aerobe,2202339.7,2202339
2396,4930,DSM 1677,1,Chlorobaculum limnaeum,Bacteria,Chlorobiota,anaerobe,2501846309,274537
,,,,,,,obligate anaerobe,274537.5,274537
2397,,DSM 263,1,Chlorobaculum parvum,Bacteria,Chlorobiota,anaerobe,642555120,517417
,,,,,,,obligate anaerobe,,
2395,TLS,"DSM 12025, ATCC 49652",1,Chlorobaculum tepidum,Bacteria,Chlorobiota,anaerobe,637000073,194439
,,,,,,,obligate anaerobe,,
2398,6230,"DSM 249, VKM B-3634, NBRC 106566",1,Chlorobaculum thiosulfatiphilum,Bacteria,Chlorobiota,anaerobe,1092.5,1092
,,,,,,,obligate anaerobe,115852.5,115852
2403,6330,"DSM 245, NBRC 103803",1,Chlorobium limicola,Bacteria,Chlorobiota,anaerobe,290315.5,290315
,,,,,,,,642555121,290315
2406,"2530, my 2610","DSM 273, CIP 108454",1,Chlorobium luteolum,Bacteria,Chlorobiota,anaerobe,319225.5,319225
,,,,,,,,637000205,319225
2409,1930,DSM 265,0,Chlorobium phaeovibrioides,Bacteria,Chlorobiota,anaerobe,290318.6,290318
,,,,,,,,640427130,290318
2421,MD-66,"DSM 9485, JCM 39377",1,Chloroflexus aggregans,Bacteria,Chloroflexota,anaerobe,326427.4,326427
,,,,,,,,643348527,326427
2417,J-10-fl,"DSM 635, ATCC 29366",1,Chloroflexus aurantiacus,Bacteria,Chloroflexota,anaerobe,324602.8,324602
,,,,,,,,641228485,324602
2419,Y-400-fl,"DSM 637, ATCC 29364",0,Chloroflexus aurantiacus,Bacteria,Chloroflexota,anaerobe,480224.3,480224
,,,,,,,obligate aerobe,643692015,480224
133098,isl-2,"DSM 29225, JCM 30533, VKM B-2978",1,Chloroflexus islandicus,Bacteria,Chloroflexota,aerobe,2775507287,1707952
,,,,,,,anaerobe,,
24768,"HKU 16, HKU16","DSM 18959, CCUG 54229, JCM 17853, KCTC 15500",1,Christensenella hongkongensis,Bacteria,Bacillota,anaerobe,270498.28,270498
,,,,,,,,2795385462,270498
24747,,"DSM 22607, JCM 16072, YIT 12065, KCTC 15498",1,Christensenella minuta,Bacteria,Bacillota,anaerobe,2728369339,626937
,,,,,,,,2832262383,626937
,,,,,,,,2836893620,626937
,,,,,,,,626937.26,626937
,,,,,,,,626937.29,626937
,,,,,,,,626937.3,626937
,,,,,,,,626937.8,626937
10452,,"DSM 19808, CCUG 53230, JCM 14163, MDA 0585",1,Chromobacterium haemolyticum,Bacteria,Pseudomonadota,aerobe,1121283.3,1121283
,,,,,,,,2565956523,1121283
10451,PRAA4-1,"DSM 17043, NRRL B-30655",1,Chromobacterium subtsugae,Bacteria,Pseudomonadota,aerobe,2843400765,251747
23150,MWU205,"DSM 25150, ATCC BAA-2314",1,Chromobacterium vaccinii,Bacteria,Pseudomonadota,aerobe,2630968526,1108595
10449,"MK, Mentekab","DSM 30191, ATCC 12472, IFO 12614, NBRC 12614, NCIB 9131, NCTC 9757, CCUG 213, JCM 1249, BCRC 10636, CECT 494, CIP 103350, IAM 12470, ICMP 8644, KCTC 2897, LMG 1267, NCIMB 9131, VTT E-082793, RIMD 0315004",1,Chromobacterium violaceum,Bacteria,Pseudomonadota,facultative anaerobe,243365.4,243365
,,,,,,,,536.43,536
,,,,,,,,536.44,536
,,,,,,,,536.53,536
,,,,,,,,637000074,243365
10455,strain Lewitus,"DSM 23279, CCM 2076, LMG 3953, NCIB 8182, NCTC 8182",0,Chromobacterium violaceum,Bacteria,Pseudomonadota,aerobe,2846011027,536
,,,,,,,,686830.3,536
5998,1H11,"DSM 3043, CIP 106854, CCM 4921, CECT 5384, ATCC BAA-138, NCIMB 13768",1,Halomonas israelensis,Bacteria,Pseudomonadota,obligate aerobe,290398.11,290398
,,,,,,,,637000075,290398
134065,KM,"ATCC BAA-2160, NRRL B-59516, KCTC 23297",1,Chryseobacterium angstadtii,Bacteria,Bacteroidota,aerobe,2645727576,558151
,,,,,,,obligate aerobe,,
5675,"AT 1013, AT1013","DSM 17047, IMSNU 14040, JCM 12381, KCTC 12225, CIP 108669",1,Chryseobacterium antarcticum,Bacteria,Bacteroidota,aerobe,266748.16,266748
,,,,,,,obligate aerobe,2687453776,266748
134323,"Oct-46, 10-46","KCTC 12483, CECT 7302",1,Chryseobacterium aquaticum,Bacteria,Bacteroidota,aerobe,2713896886,452084
,,,,,,,obligate aerobe,452084.6,452084
23025,CC-VM-7,"DSM 25208, CCM 7645, CCUG 57618, CIP 110186, DSM 22218",1,Chryseobacterium arthrosphaerae,Bacteria,Bacteroidota,aerobe,2751185876,651561
,,,,,,,obligate aerobe,,
159792,F30,"KCTC 62135, MCCC 1K03457",1,Chryseobacterium aurantiacum,Bacteria,Bacteroidota,aerobe,2871694252,2116499
,,,,,,,obligate aerobe,,
164468,17S1E7,"JCM 33165, KACC 19920",1,Chryseobacterium aureum,Bacteria,Bacteroidota,aerobe,2859292163,2497456
,,,,,,,obligate aerobe,,
5670,La 724,"DSM 16775, ATCC 33487, CIP 103103, LMG 8329, NBRC 15053, NCTC 11212, CCUG 13228, JCM 1278, BCRC 17332, BCRC 17361, CCM 4450, CCTM 724, IAM 14209, IFO 15053, JCM 21074, LMG 4010, NCIMB 2270",1,Chryseobacterium balustinum,Bacteria,Bacteroidota,obligate aerobe,246.1,246
,,,,,,,,246.6,246
,,,,,,,,2681813564,246
,,,,,,,,2808606673,246
134062,CDCG229,"CCUG 60564, NCTC 13530",1,Chryseobacterium bernardetii,Bacteria,Bacteroidota,aerobe,2797638.3,2797638
,,,,,,,obligate aerobe,,
167682,lm2,"KCTC 72529, CCTCC AB 2019126",1,Chryseobacterium binzhouense,Bacteria,Bacteroidota,aerobe,VKOG00000000,2593646
,,,,,,,obligate aerobe,,
5691,H9,"DSM 19482, LMG 24227, CIP 110170",1,Chryseobacterium bovis,Bacteria,Bacteroidota,facultative aerobe,1121284.4,1121284
,,,,,,,obligate aerobe,2595699003,1121284
5741,HM0024,"DSM 22323, CECT 7503, KCTC 22689",1,Chryseobacterium buanense,Bacteria,Bacteroidota,aerobe,2595698221,619805
,,,,,,,obligate aerobe,619805.3,619805
5681,N4,"DSM 17710, CCBAU 10201, CIP 109625, KCTC 12506",1,Chryseobacterium caeni,Bacteria,Bacteroidota,aerobe,1121285.4,1121285
,,,,,,,obligate aerobe,2524614876,1121285
168572,JC507,"MCC 4072, NBRC 113872, KCTC 52928",1,Chryseobacterium candidae,Bacteria,Bacteroidota,aerobe,SDLV00000000,1978493
,,,,,,,obligate aerobe,,
24038,9_R23581,"DSM 25581, LMG 26732",1,Chryseobacterium carnipullorum,Bacteria,Bacteroidota,aerobe,1124835.4,1124835
,,,,,,,obligate aerobe,2695420920,1124835
5711,Sa 1147-06,"DSM 23145, CCM 7737, CIP 110405, CCUG 58959",1,Chryseobacterium chaponense,Bacteria,Bacteroidota,aerobe,2681813521,713588
,,,,,,,obligate aerobe,713588.4,713588
5709,R4-1A,"DSM 23031, CCM 7716, LMG 25442, CCUG 58784, CIP 110213",1,Chryseobacterium culicis,Bacteria,Bacteroidota,aerobe,2687453786,680127
,,,,,,,obligate aerobe,680127.5,680127
5677,CPW406,"DSM 15235, CCUG 52896, KCTC 12088, NBRC 102008, CIP 110173",1,Chryseobacterium daecheongense,Bacteria,Bacteroidota,aerobe,192389.5,192389
,,,,,,,obligate aerobe,2681812956,192389
5689,K105,"DSM 19388, JCM 14362, KCTC 12841, CIP 110016",1,Chryseobacterium daeguense,Bacteria,Bacteroidota,aerobe,1121286.4,1121286
,,,,,,,obligate aerobe,2523533536,1121286
5668,"B2, B2T","DSM 14219, CIP 107207, CCUG 47675, KCTC 12434",1,Chryseobacterium defluvii,Bacteria,Bacteroidota,aerobe,160396.5,160396
,,,,,,,obligate aerobe,2681812957,160396
132874,CW-E 2,DSM 18973,1,Chryseobacterium flavum,Bacteria,Bacteroidota,aerobe,2928230509,415851
,,,,,,,obligate aerobe,,
5679,CC-H3-2,"DSM 17452, CCUG 49271, CIP 108367, KCTC 12435",1,Chryseobacterium formosense,Bacteria,Bacteroidota,aerobe,236814.8,236814
,,,,,,,obligate aerobe,2684622901,236814
24035,PB4,"DSM 26000, LMG 27025",1,Chryseobacterium frigidisoli,Bacteria,Bacteroidota,aerobe,1125876.4,1125876
,,,,,,,obligate aerobe,2684622856,1125876
5698,5-1St1a,"DSM 18014, CCUG 52549, CIP 110172",1,Chryseobacterium gambrini,Bacteria,Bacteroidota,aerobe,2681813561,373672
,,,,,,,obligate aerobe,373672.4,373672
5667,F93,"DSM 16776, ATCC 35910, CCUG 14555, CIP 103039, JCM 2410, LMG 8334, NCTC 11432, IFO 15054, LMG 12447, NBRC 15054",1,Chryseobacterium gleum,Bacteria,Bacteroidota,aerobe,250.4,250
,,,,,,,obligate aerobe,250.7,250
,,,,,,,,2562617092,525257
,,,,,,,,525257.3,525257
5688,P 461/12,"DSM 19109, LMG 24052, CIP 110171",1,Chryseobacterium gregarium,Bacteria,Bacteroidota,aerobe,1121287.4,1121287
,,,,,,,obligate aerobe,2523533548,1121287
5687,H38,"DSM 19056, LMG 24029, CIP 110174",1,Chryseobacterium haifense,Bacteria,Bacteroidota,aerobe,1450526.3,1450526
,,,,,,,obligate aerobe,2600255101,1450526
5510,H1,"DSM 19921, LMG 24401",1,Chryseobacterium halperniae,Bacteria,Bacteroidota,aerobe,2619619117,421072
,,,,,,,obligate aerobe,2622736498,421072
,,,,,,,,421072.12,421072
,,,,,,,,421072.8,421072
24039,AG13,"DSM 25574, CCUG 63019",1,Chryseobacterium hispalense,Bacteria,Bacteroidota,aerobe,2585427834,491205
,,,,,,,obligate aerobe,491205.5,491205
5695,P2K6,"DSM 19326, CIP 109575",1,Chryseobacterium hominis,Bacteria,Bacteroidota,facultative anaerobe,2684622847,420404
,,,,,,,obligate aerobe,420404.16,420404
5696,NF802,"DSM 22165, CCUG 52711, CIP 109415",1,Chryseobacterium hominis,Bacteria,Bacteroidota,aerobe,2874339030,420404
,,,,,,,obligate aerobe,420404.1,420404
5705,ECP37,"DSM 21580, LMG 24684, NBRC 104927, CIP 110175",1,Chryseobacterium humi,Bacteria,Bacteroidota,aerobe,2684622890,493375
,,,,,,,obligate aerobe,493375.5,493375
5694,CHB-20p,"DSM 19684, NCAIM B2269, NCAIM B.02269, CIP 110178",1,Chryseobacterium hungaricum,Bacteria,Bacteroidota,aerobe,2684622908,454006
,,,,,,,obligate aerobe,454006.31,454006
5672,F37,"DSM 16778, ATCC 27950, CCUG 33445, CIP 103168, LMG 4025, NCIMB 2220",1,Chryseobacterium indoltheticum,Bacteria,Bacteroidota,obligate aerobe,254.4,254
,,,,,,,,2681813551,254
5702,JS17-8,"DSM 19299, KACC 12501, CIP 110176",1,Chryseobacterium jejuense,Bacteria,Bacteroidota,aerobe,2684623012,445960
,,,,,,,facultative anaerobe,445960.1,445960
,,,,,,,obligate aerobe,,
5676,AT1047,"DSM 17048, IMSNU 14049, JCM 12382, KCTC 12226, CIP 108670, NCTC 13459",1,Chryseobacterium jeonii,Bacteria,Bacteroidota,aerobe,2639762901,266749
,,,,,,,obligate aerobe,266749.4,266749
,,,,,,,,266749.8,266749
,,,,,,,,266749.9,266749
,,,,,,,,2675903156,266749
5674,Ix 5a,"DSM 16927, CCM 7154, CCUG 46665, LMG 18212, CIP 105533",1,Chryseobacterium joostei,Bacteria,Bacteroidota,aerobe,112234.4,112234
,,,,,,,obligate aerobe,2681813505,112234
23022,Chj707,"DSM 25209, CCUG 49689, IAM 15050, JCM 21512, KCTC 12107, NBRC 103027, CIP 108606",1,Chryseobacterium koreense,Bacteria,Bacteroidota,aerobe,1304281.5,1304281
,,,,,,,obligate aerobe,232216.8,232216
,,,,,,,,2648501397,1304281
,,,,,,,,2861269263,232216
133961,KJ1R5,"KACC 13029, JCM 15904",1,Chryseobacterium kwangjuense,Bacteria,Bacteroidota,aerobe,2728369107,267125
,,,,,,,obligate aerobe,,
5693,P 456/04,"DSM 18605, CIP 109792, LMG 23785",1,Chryseobacterium luteum,Bacteria,Bacteroidota,aerobe,2617271211,421531
,,,,,,,obligate aerobe,421531.5,421531
135739,90B,"CIP 107752, CCUG 51329",1,Chryseobacterium massiliense,Bacteria,Bacteroidota,aerobe,204089.13,204089
,,,,,,,obligate aerobe,2905979941,204089
5699,DW3,"DSM 18016, CCUG 52547, CIP 110177",1,Chryseobacterium molle,Bacteria,Bacteroidota,aerobe,216903.4,216903
,,,,,,,facultative anaerobe,2698536696,216903
,,,,,,,obligate aerobe,,
164558,CA10,"JCM 33443, KACC 21234",1,Chryseobacterium mulctrae,Bacteria,Bacteroidota,aerobe,2906003320,2576777
,,,,,,,obligate aerobe,,
134064,F91,"CCUG 60563, CDC G41, NCTC 13529",1,Chryseobacterium nakagawai,Bacteria,Bacteroidota,aerobe,1241982.8,1241982
,,,,,,,,2888289149,1241982
130330,CT348,"DSM 25575, CCUG 63020",1,Chryseobacterium oleae,Bacteria,Bacteroidota,aerobe,2684622910,491207
,,,,,,,obligate aerobe,491207.4,491207
5686,H8,"DSM 19055, CIP 109920, LMG 24030",1,Chryseobacterium oranimense,Bacteria,Bacteroidota,aerobe,2684623028,421058
,,,,,,,obligate aerobe,421058.6,421058
5700,26-3St2b,"DSM 18015, CCUG 52548",1,Chryseobacterium pallidum,Bacteria,Bacteroidota,aerobe,2681813503,373671
,,,,,,,obligate aerobe,,
5706,3A10,"DSM 21579, LMG 24685, NBRC 104928, CIP 110180",1,Chryseobacterium palustre,Bacteria,Bacteroidota,aerobe,1121288.4,1121288
,,,,,,,obligate aerobe,2523533629,1121288
164405,ISE14,"JCM 32876, KACC 19820",1,Chryseobacterium phosphatilyticum,Bacteria,Bacteroidota,aerobe,2874358511,475075
5712,CTM,"DSM 22249, ATCC BAA-1782, CCUG 57707, JCM 15960, KCTC 23267",1,Chryseobacterium piperi,Bacteria,Bacteroidota,aerobe,2619619246,558152
,,,,,,,obligate aerobe,,
5704,VQ-6316s,"DSM 21068, CECT 7357, CIP 110179",1,Chryseobacterium piscicola,Bacteria,Bacteroidota,obligate aerobe,2681813514,551459
,,,,,,,,551459.4,551459
,,,,,,,,551459.6,551459
23024,,"CCUG 51923, CIP 109277, DSM 25207, CCUG 5192, LMG 23089",1,Chryseobacterium piscium,Bacteria,Bacteroidota,aerobe,2905984197,333702
,,,,,,,obligate aerobe,333702.1,333702
137383,RSB3-1,"CIP 110403, KCTC 22548, NBRC 105248",1,Chryseobacterium rhizosphaerae,Bacteria,Bacteroidota,aerobe,395937.8,395937
,,,,,,,obligate aerobe,395937.9,395937
5678,GUM-Kaji,"CCUG 55591, CIP 14047, DSM 17126, NCIMB 14047, BAMY 1001, CIP 108958",1,Chryseobacterium shigense,Bacteria,Bacteroidota,aerobe,2681813504,297244
,,,,,,,obligate aerobe,297244.4,297244
,,,,,,,,297244.9,297244
5683,PSD1-4,"DSM 17072, KCTC 12382, NBRC 100864, CCUG 52904, CIP 109194",1,Chryseobacterium soldanellicola,Bacteria,Bacteroidota,aerobe,2684622906,311333
,,,,,,,obligate aerobe,311333.1,311333
5703,JS6-6,"DSM 19298, KACC 12502, CIP 110182",1,Chryseobacterium soli,Bacteria,Bacteroidota,aerobe,2617271210,445961
,,,,,,,facultative anaerobe,445961.5,445961
,,,,,,,obligate aerobe,,
5707,1YB-R12,"DSM 22468, CCUG 55604, DSM 1183, CIP 110201",1,Chryseobacterium solincola,Bacteria,Bacteroidota,aerobe,2634166404,510955
,,,,,,,obligate aerobe,510955.4,510955
5669,PHA3-4,"CCUG 52900, DSM 17071, KCTC 12381, NBRC 100863, CIP 109195",1,Chryseobacterium taeanense,Bacteria,Bacteroidota,aerobe,2675903150,311334
,,,,,,,obligate aerobe,311334.6,311334
5680,CC-TWGS1-8,"DSM 17453, CCUG 50001, CIP 108519",1,Chryseobacterium taichungense,Bacteria,Bacteroidota,aerobe,2675903154,295069
,,,,,,,obligate aerobe,295069.1,295069
133828,THMBM1,"CGMCC 1.10941, NBRC 108747",1,Chryseobacterium taihuense,Bacteria,Bacteroidota,facultative anaerobe,1141221.4,1141221
,,,,,,,obligate aerobe,2663762742,1141221
134196,Soil-3-27,"BCRC 17412, IAM 15317, LMG 23355, JCM 21767, CGMCC 1.11040, NCIMB 14327, CIP 109325",1,Chryseobacterium taiwanense,Bacteria,Bacteroidota,aerobe,2600255398,363331
,,,,,,,obligate aerobe,,
133475,X-65,"CCTCC AB 208154, NRRL B-51322, CCUG 68730, NCTC 13490",1,Chryseobacterium taklimakanense,Bacteria,Bacteroidota,aerobe,2765235860,536441
,,,,,,,facultative anaerobe,536441.3,536441
,,,,,,,obligate aerobe,,
5509,EP105,"DSM 16811, NCIMB 14026",1,Chryseobacterium tenax,Bacteria,Bacteroidota,aerobe,1121870.4,1121870
,,,,,,,obligate aerobe,2524023241,1121870
5708,,"DSM 22251, CCUG 57657, CIP 110413, IMMIB L-1519",1,Chryseobacterium treverense,Bacteria,Bacteroidota,aerobe,2687453775,631455
,,,,,,,obligate aerobe,631455.4,631455
5701,F-Fue-04IIIaaaa,"DSM 18017, CCUG 52546, CIP 110146",1,Chryseobacterium ureilyticum,Bacteria,Bacteroidota,aerobe,2681813509,373668
,,,,,,,obligate aerobe,373668.4,373668
133773,687B-08,"CECT 7793, CCUG 60103",1,Chryseobacterium viscerum,Bacteria,Bacteroidota,aerobe,2871710237,1037377
,,,,,,,obligate aerobe,,
23023,,"DSM 25206, CCUG 50970, LMG 22846, CIP 108934",1,Chryseobacterium vrystaatense,Bacteria,Bacteroidota,aerobe,2617271207,307480
,,,,,,,obligate aerobe,307480.5,307480
5682,R2A 10-2,"DSM 17724, KACC 11468, CIP 110181",1,Chryseobacterium wanjuense,Bacteria,Bacteroidota,aerobe,2684622833,356305
,,,,,,,obligate aerobe,356305.5,356305
159842,SDU1-6,"CGMCC 1.13492, JCM 32520",1,Chryseolinea flava,Bacteria,Bacteroidota,aerobe,2831614218,2059302
,,,,,,,obligate aerobe,,
24794,RYG,"DSM 24574, ATCC BAA-2075",1,Chryseolinea serpens,Bacteria,Bacteroidota,aerobe,2617270831,947013
,,,,,,,,947013.3,947013
159857,ET03,"KCTC 33943, LMG 30119, JCM 32415, MCC 3378",1,Chryseomicrobium excrementi,Bacteria,Bacillota,aerobe,2041346.3,2041346
,,,,,,,obligate aerobe,2882380101,2041346
163760,Ys,"JCM 30318, LMG 30359",1,Chryseotalea sanaruensis,Bacteria,Bacteroidota,aerobe,2482724.3,2482724
,,,,,,,obligate aerobe,,
2495,BAL-1,"DSM 11915, ATCC 700172",1,Chrysiogenes arsenatis,Bacteria,Chrysiogenota,anaerobe,118005.9,118005
,,,,,,,obligate aerobe,2579778963,118005
24814,Ellin428,DSM 22515,1,Chthoniobacter flavus,Bacteria,Verrucomicrobiota,aerobe,191863.3,191863
,,,,,,,,2795385450,191863
,,,,,,,,497964.5,497964
,,,,,,,,642791618,497964
133409,ED7,"JCM 30603, KCTC 42450",1,Chthonobacter albigriseus,Bacteria,Pseudomonadota,aerobe,1683161.3,1683161
17843,T49,"DSM 23976, ICMP 18418",1,Chthonomonas calidirosea,Bacteria,Armatimonadota,aerobe,1303518.3,1303518
,,,,,,,,2524614646,1303518
24486,MSSRFBL1,"DSM 25528, KCTC 32403",1,Ciceribacter lividus,Bacteria,Pseudomonadota,aerobe,1197950.4,1197950
,,,,,,,obligate aerobe,2770939508,1197950
23233,CL-SP20,"DSM 26880, JCM 13036, KCCM 42116, CIP 109491",1,Citreimonas salinaria,Bacteria,Pseudomonadota,obligate aerobe,2693429906,321339
,,,,,,,,321339.5,321339
7631,"4-O, 4-0","DSM 14442, CCM 4981, NBRC 106156, CCUG 51768, JCM 12134, CIP 107799, DSM 11442",1,Citricoccus muralis,Bacteria,Actinomycetota,aerobe,169134.3,169134
,,,,,,,obligate aerobe,2773857773,169134
7634,FS24,"DSM 23847, CGMCC 1.7064, JCM 15136",1,Citricoccus zhacaiensis,Bacteria,Actinomycetota,aerobe,489142.4,489142
,,,,,,,obligate aerobe,,
4323,,"CCUG 4860, CECT 863, DSM 4593, ATCC 25405, CIP 82.89, NCTC 10805, JCM 1661, BCRC 14802, CGMCC 1.2020, LMG 7873, NCCB 92007, NCIMB 13274, NRRL B-41228",1,Citrobacter amalonaticus,Bacteria,Pseudomonadota,aerobe,35703.125,35703
,,,,,,,facultative anaerobe,35703.13,35703
,,,,,,,,35703.132,35703
,,,,,,,,35703.135,35703
,,,,,,,,35703.138,35703
,,,,,,,,35703.59,35703
4338,"167, 80-58","DSM 17596, ATCC 51113, CCUG 30792, CDC 80-58, CIP 104554",1,Citrobacter braakii,Bacteria,Pseudomonadota,aerobe,2878893965,57706
,,,,,,,facultative anaerobe,57706.144,57706
,,,,,,,,57706.2,57706
4339,"M8B, M8BK","DSM 30040, ATCC 6750, CIP 110053, NCIB 8173, WDCM 00078, NCIMB 8173, CECT 8107",0,Citrobacter braakii,Bacteria,Pseudomonadota,facultative anaerobe,57706.143,57706
133060,97/79,"DSM 103031, CIP 106467",1,Citrobacter europaeus,Bacteria,Pseudomonadota,aerobe,1914243.13,1914243
,,,,,,,facultative anaerobe,1914243.15,1914243
,,,,,,,,1914243.18,1914243
,,,,,,,,1914243.21,1914243
,,,,,,,,2906139326,546
4344,"E 3020, 2991-81","DSM 17655, ATCC 51112, CDC 2991-81, CIP 104553, CCUG 30798",1,Citrobacter farmeri,Bacteria,Pseudomonadota,aerobe,67824.35,67824
4325,,"DSM 30039, ATCC 8090, IFO 12681, NBRC 12681, NCTC 9750, CCUG 418, ATCC 13316, JCM 1657, CECT 401, CIP 57.32, IAM 12471, KCTC 2509, LMG 3246, LMG 3247, MTCC 1658, NCIMB 11490, NRRL B-2643, Br (Braak)",1,Citrobacter freundii,Bacteria,Pseudomonadota,aerobe,1006003.13,1006003
,,,,,,,facultative anaerobe,1006003.3,1006003
,,,,,,,,1006003.7,1006003
,,,,,,,,1114920.3,1006003
,,,,,,,,2519899575,1006003
,,,,,,,,2588253794,1006003
,,,,,,,,2600255012,1114920
,,,,,,,,546.494,546
4326,LRA 117.03.76,"CCUG 53829, CCM 7187, CIP 103547, DSM 24397, ATCC 43864, LMG 21265, WDCM 00006, CECT 7464, NCTC 13639",0,Citrobacter freundii,Bacteria,Pseudomonadota,aerobe,546.359,546
,,,,,,,facultative anaerobe,,
4329,,"DSM 4595, ATCC 27028, CCM 2537, CIP 82.87, Frederiksen 14804, NCTC 10786, CCUG 4859, JCM 1658, BCRC 14804, CCUG 14559, CIP 105014, LMG 5519, NCCB 92008, VTT E-991040",1,Citrobacter koseri,Bacteria,Pseudomonadota,aerobe,545.59,545
,,,,,,,facultative anaerobe,,
4328,3613-63,"DSM 4570, ATCC 27156, CIP 82.94, CDC 3613-63, JCM 1659, BCRC 14803, CCUG 14559, CCUG 14799, CCUG 5115, CECT 856, LMG 5741, NBRC 105690, NCTC 10849",0,Citrobacter koseri,Bacteria,Pseudomonadota,facultative anaerobe,545.113,545
4330,,"DSM 4596, ATCC 25408, CIP 82.88, NCTC 10810, JCM 1660",0,Citrobacter koseri,Bacteria,Pseudomonadota,aerobe,545.64,545
,,,,,,,facultative anaerobe,,
130292,Na 1a,"DSM 28879, CIP 55.13",1,Citrobacter pasteurii,Bacteria,Pseudomonadota,aerobe,1563222.16,1563222
,,,,,,,facultative anaerobe,1563222.3,1563222
,,,,,,,,2648501483,1563222
140426,A60,"DSM 104542, CECT 9236, CIP 111602",1,Citrobacter portucalensis,Bacteria,Pseudomonadota,aerobe,2874289006,1639133
,,,,,,,facultative anaerobe,,
4342,"876-58, 83I","DSM 17579, ATCC 51114, CDC 876-58, CIP 104555, CCUG 30793",1,Citrobacter werkmanii,Bacteria,Pseudomonadota,aerobe,67827.74,67827
