sample name	collection date	geographic location (latitude and longitude)	elevation, meters	depth, meters	soil horizon	temperature	collection time, GMT	sample collection device	pH	sample linkage	mean annual precipitation	mean annual temperature	geographic location (country and/or sea,region)	broad-scale environmental context	local environmental context	ecosystem_type	ecosystem_subtype	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	GOLD Study ID	Genome Size  * assembled	Gene Count  * assembled	MetaBAT Bin Count  * assembled	dnaSampleID
MLBS_002-M-20230712-COMP	2023-07-12	37.372058 -80.524252	1178.5	0 - 0.2	M horizon	16.25	19:53:00	auger	4.407254075	composite: MLBS_002-M-41-20230712,MLBS_002-M-39-20230712	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_002-M-20230712-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078840	Metagenome Analysis	Gs0166454	2058472496	3559749	6	MLBS_002-M-20230712-COMP-DNA1
MLBS_002-O-20230712-COMP	2023-07-12	37.372058 -80.524252	1178.5	0 - 0.105	O horizon	15.9	21:24:00	brownie cutter	3.804382925	composite: MLBS_002-O-21-20230712,MLBS_002-O-39-20230712	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_002-O-20230712-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075599	Metagenome Analysis	Gs0166454	1310428679	2202247	8	MLBS_002-O-20230712-COMP-DNA1
MLBS_003-M-20230712-COMP	2023-07-12	37.368528 -80.526975	1223.1	0 - 0.228	M horizon	15	17:38:00	auger	4.2035802	composite: MLBS_003-M-23-20230712,MLBS_003-M-39-20230712,MLBS_003-M-21-20230712	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_003-M-20230712-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080786	Metagenome Analysis	Gs0166454	2311221513	4033283	11	MLBS_003-M-20230712-COMP-DNA1
MLBS_005-M-20230712-COMP	2023-07-12	37.363106 -80.521589	1266.8	0 - 0.244	M horizon	14.63333333	15:00:00	auger	4.102198205	composite: MLBS_005-M-39-20230712,MLBS_005-M-21-20230712,MLBS_005-M-41-20230712	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_005-M-20230712-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080785	Metagenome Analysis	Gs0166454	1945659036	3525087	4	MLBS_005-M-20230712-COMP-DNA1
MLBS_006-M-20230710-COMP	2023-07-10	37.426799 -80.564064	777	0 - 0.208	M horizon	18.33333333	18:40:00	auger	4.443592051	composite: MLBS_006-M-41-20230710,MLBS_006-M-39-20230710,MLBS_006-M-21-20230710	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_006-M-20230710-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075578	Metagenome Analysis	Gs0166454	1645230180	2829003	5	MLBS_006-M-20230710-COMP-DNA1
MLBS_007-M-20230710-COMP	2023-07-10	37.427946 -80.571837	806.2	0.041 - 0.227	M horizon	16.73333333	22:17:00	auger	4.039734687	composite: MLBS_007-M-39-20230710,MLBS_007-M-41-20230710,MLBS_007-M-23-20230710	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_007-M-20230710-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075598	Metagenome Analysis	Gs0166454	1062034218	1822900	4	MLBS_007-M-20230710-COMP-DNA1
MLBS_007-O-20230710-COMP	2023-07-10	37.427946 -80.571837	806.2	0 - 0.091	O horizon	16.73333333	21:41:00	brownie cutter	3.457066957	composite: MLBS_007-O-41-20230710,MLBS_007-O-39-20230710,MLBS_007-O-23-20230710	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_007-O-20230710-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075765	Metagenome Analysis	Gs0166454	1892662787	3122027	13	MLBS_007-O-20230710-COMP-DNA1
MLBS_061-M-20230711-COMP	2023-07-11	37.376631 -80.5198	1169	0.038 - 0.235	M horizon	14.96666667	18:56:00	auger	3.833950808	composite: MLBS_061-M-41-20230711,MLBS_061-M-39-20230711,MLBS_061-M-21-20230711	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_061-M-20230711-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075518	Metagenome Analysis	Gs0166454	1887110012	3018293	21	MLBS_061-M-20230711-COMP-DNA1
MLBS_061-O-20230711-COMP	2023-07-11	37.376631 -80.5198	1169	0 - 0.066	O horizon	14.96666667	18:56:00	brownie cutter	3.713496062	composite: MLBS_061-O-41-20230711,MLBS_061-O-39-20230711,MLBS_061-O-21-20230711	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_061-O-20230711-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075769	Metagenome Analysis	Gs0166454	2074243656	3389000	17	MLBS_061-O-20230711-COMP-DNA1
MLBS_063-M-20230711-COMP	2023-07-11	37.377486 -80.527932	1175.7	0 - 0.218	M horizon	14.9	17:30:00	auger	4.08411719	composite: MLBS_063-M-41-20230711,MLBS_063-M-21-20230711,MLBS_063-M-23-20230711	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_063-M-20230711-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075667	Metagenome Analysis	Gs0166454	1625370702	2809886	3	MLBS_063-M-20230711-COMP-DNA1
MLBS_064-M-20230711-COMP	2023-07-11	37.375562 -80.520174	1177.3	0 - 0.225	M horizon	15.96666667	21:16:00	auger	4.124527556	composite: MLBS_064-M-21-20230711,MLBS_064-M-23-20230711,MLBS_064-M-39-20230711	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_064-M-20230711-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075661	Metagenome Analysis	Gs0166454	1378073367	2440307	5	MLBS_064-M-20230711-COMP-DNA1
MLBS_067-M-20230711-COMP	2023-07-11	37.378569 -80.527279	1171.6	0 - 0.204	M horizon	14.73333333	14:51:00	auger	4.432849199	composite: MLBS_067-M-41-20230711,MLBS_067-M-39-20230711,MLBS_067-M-21-20230711	1227 mm	8.8 Cel	USA: VA, Giles County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_067-M-20230711-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075666	Metagenome Analysis	Gs0166454	1707501773	3038019	3	MLBS_067-M-20230711-COMP-DNA1
ORNL_001-M-20230626-COMP	2023-06-26	35.930248 -84.270109	244.7	0 - 0.311	M horizon	18.7	15:45:00	auger	4.48312306	composite: ORNL_001-M-41-20230626,ORNL_001-M-21-20230626,ORNL_001-M-39-20230626	1340 mm	14.4 Cel	USA: TN, Anderson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_001-M-20230626-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075768	Metagenome Analysis	Gs0166454	1499636392	2616922	3	ORNL_001-M-20230626-COMP-DNA1
ORNL_002-M-20230626-COMP	2023-06-26	35.982199 -84.212753	308.2	0 - 0.3	M horizon	18.66666667	17:56:00	auger	4.76289266	composite: ORNL_002-M-41-20230626,ORNL_002-M-23-20230626,ORNL_002-M-39-20230626	1340 mm	14.4 Cel	USA: TN, Anderson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_002-M-20230626-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075614	Metagenome Analysis	Gs0166454	1131342179	1897828	7	ORNL_002-M-20230626-COMP-DNA1
ORNL_003-M-20230626-COMP	2023-06-26	35.965875 -84.230646	260.1	0 - 0.305	M horizon	18.7	20:35:00	auger	5.000864603	composite: ORNL_003-M-21-20230626,ORNL_003-M-41-20230626,ORNL_003-M-39-20230626	1340 mm	14.4 Cel	USA: TN, Anderson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_003-M-20230626-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075660	Metagenome Analysis	Gs0166454	1800903697	3117209	6	ORNL_003-M-20230626-COMP-DNA1
ORNL_004-O-20230628-COMP	2023-06-28	35.907944 -84.275214	293.1	0 - 0.032	O horizon	18.95	12:36:00	brownie cutter	4.013125207	composite: ORNL_004-O-39-20230628,ORNL_004-O-21-20230628	1340 mm	14.4 Cel	USA: TN, Anderson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_004-O-20230628-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078732	Metagenome Analysis	Gs0166454	2257665010	3638327	22	ORNL_004-O-20230628-COMP-DNA1
ORNL_006-M-20230628-COMP	2023-06-28	35.938227 -84.32368	280.7	0 - 0.301	M horizon	18.6	18:40:00	auger	5.404520468	composite: ORNL_006-M-39-20230628,ORNL_006-M-23-20230628,ORNL_006-M-21-20230628	1340 mm	14.4 Cel	USA: TN, Anderson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_006-M-20230628-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078532	Metagenome Analysis	Gs0166454	1681197611	2973891	4	ORNL_006-M-20230628-COMP-DNA1
ORNL_027-M-20230628-COMP	2023-06-28	35.916313 -84.263286	246.2	0 - 0.3	M horizon	19.46666667	16:10:00	auger	5.33566015	composite: ORNL_027-M-41-20230628,ORNL_027-M-39-20230628,ORNL_027-M-23-20230628	1340 mm	14.4 Cel	USA: TN, Anderson County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_027-M-20230628-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075665	Metagenome Analysis	Gs0166454	1271213468	2171333	7	ORNL_027-M-20230628-COMP-DNA1
ORNL_043-M-20230627-COMP	2023-06-27	35.963926 -84.287233	322.2	0 - 0.3	M horizon	19.5	16:36:00	auger	4.84816053	composite: ORNL_043-M-21-20230627,ORNL_043-M-39-20230627	1340 mm	14.4 Cel	USA: TN, Anderson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_043-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075640	Metagenome Analysis	Gs0166454	1605213622	2667797	9	ORNL_043-M-20230627-COMP-DNA1
ORNL_046-M-20230627-COMP	2023-06-27	35.964418 -84.285882	338.5	0 - 0.306	M horizon	18.76666667	14:49:00	auger	4.985857586	composite: ORNL_046-M-21-20230627,ORNL_046-M-23-20230627,ORNL_046-M-41-20230627	1340 mm	14.4 Cel	USA: TN, Anderson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_046-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075767	Metagenome Analysis	Gs0166454	1522159197	2618112	4	ORNL_046-M-20230627-COMP-DNA1
ORNL_049-M-20230627-COMP	2023-06-27	35.964792 -84.278894	315.6	0 - 0.308	M horizon	18.46666667	13:04:00	auger	4.899516745	composite: ORNL_049-M-41-20230627,ORNL_049-M-21-20230627,ORNL_049-M-39-20230627	1340 mm	14.4 Cel	USA: TN, Anderson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_049-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075639	Metagenome Analysis	Gs0166454	1326906984	2328363	6	ORNL_049-M-20230627-COMP-DNA1
ORNL_053-M-20230627-COMP	2023-06-27	35.965252 -84.286859	316	0 - 0.308	M horizon	18.83333333	18:20:00	auger	4.987977839	composite: ORNL_053-M-41-20230627,ORNL_053-M-23-20230627,ORNL_053-M-21-20230627	1340 mm	14.4 Cel	USA: TN, Anderson County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_053-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300075638	Metagenome Analysis	Gs0166454	1363118363	2369804	4	ORNL_053-M-20230627-COMP-DNA1
OSBS_001-M-20230711-COMP	2023-07-11	29.702914 -82.008881	31	0 - 0.3	M horizon	24	14:49:00	auger	4.58	composite: OSBS_001-M-21-20230711	1302 mm	20.9 Cel	USA: FL, Putnam County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Ordway-Swisher Biological Station NEON Field Site, Florida, USA - OSBS_001-M-20230711-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078436	Metagenome Analysis	Gs0166454	1797232704	2974310	13	OSBS_001-M-20230711-COMP-DNA1
OSBS_001-O-20230711-COMP	2023-07-11	29.702914 -82.008881	31	0 - 0.21	O horizon	24.05	14:10:00	brownie cutter	3.590826959	composite: OSBS_001-O-39-20230711,OSBS_001-O-41-20230711	1302 mm	20.9 Cel	USA: FL, Putnam County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Ordway-Swisher Biological Station NEON Field Site, Florida, USA - OSBS_001-O-20230711-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078425	Metagenome Analysis	Gs0166454	2158201795	3411007	24	OSBS_001-O-20230711-COMP-DNA1
OSBS_002-M-20230710-COMP	2023-07-10	29.703861 -81.956817	31.5	0 - 0.3	M horizon	28.36666667	16:27:00	auger	5.435933744	composite: OSBS_002-M-41-20230710,OSBS_002-M-21-20230710,OSBS_002-M-39-20230710	1302 mm	20.9 Cel	USA: FL, Putnam County	subtropical coniferous forest biome [ENVO:01000209]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Ordway-Swisher Biological Station NEON Field Site, Florida, USA - OSBS_002-M-20230710-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078576	Metagenome Analysis	Gs0166454	1557662828	2690718	7	OSBS_002-M-20230710-COMP-DNA1
SCBI_003-M-20230821-COMP	2023-08-21	38.883308 -78.120371	566	0 - 0.305	M horizon	19.03333333	13:26:00	probe	5.531111453	composite: SCBI_003-M-21-20230821,SCBI_003-M-41-20230821,SCBI_003-M-39-20230821	1126 mm	11.6 Cel	USA: VA, Warren County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_003-M-20230821-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078435	Metagenome Analysis	Gs0166454	780370073	1409913	2	SCBI_003-M-20230821-COMP-DNA1
