"","accession","checkm2_completeness","checkm2_contamination","checkm_completeness","checkm_contamination","gc_percentage","genome_size","gtdb_representative","gtdb_taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species","ncbi_assembly_level","ncbi_country","ncbi_genbank_assembly_accession","ncbi_genome_category","ncbi_isolation_source","ncbi_refseq_category","ncbi_species_taxid","ncbi_taxid","Oxygen.tolerance","Oxygen2"
"689","RS_GCF_008124885.1",99.77,0.2,99.52,1.43,46.7849149721675,4391315,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium allocomposti","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium allocomposti","Scaffold","none","GCA_008124885.1","none","none","representative genome",415956,415956,"aerobe","aerobic"
"690","RS_GCF_000255135.1",99.95,0.31,98.28,1.72,29.1397915086157,2244793,TRUE,"Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga;Marinitoga piezophila","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Marinitoga","Marinitoga piezophila","Complete Genome","Pacific Ocean","GCA_000255135.1","none","deep-sea hydrothermal vent chimney at a depth of 2630 meters on the East-Pacific Rise","representative genome",149715,443254,"anaerobe","anaerobic"
"691","RS_GCF_001907235.1",99.99,0.1,99.29,1.18,67.1591778549644,2521171,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Buchananella;Buchananella hordeovulneris","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Buchananella","Buchananella hordeovulneris","Scaffold","none","GCA_001907235.1","none","none","representative genome",52770,52770,"anaerobe","anaerobic"
"692","RS_GCF_900103215.1",99.99,0.19,99.67,0.54,39.5997002350955,6057242,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Kriegella;Kriegella aquimaris","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Kriegella","Kriegella aquimaris","Scaffold","none","GCA_900103215.1","none","none","representative genome",192904,192904,"aerobe","aerobic"
"693","RS_GCF_000212375.1",99.95,0.07,99.92,0,52.4682464541683,2186370,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas asaccharolytica","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas asaccharolytica","Complete Genome","none","GCA_000212375.1","none","empyema","representative genome",28123,879243,"anaerobe","anaerobic"
"694","RS_GCF_900099765.1",100,0.01,99.8,1.08,51.6241595034514,6740451,TRUE,"Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus typhae","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus typhae","Scaffold","none","GCA_900099765.1","none","none","representative genome",1174501,1174501,"aerobe","aerobic"
"695","RS_GCF_003004785.1",100,0.09,99.43,0.57,68.5190351310508,5190571,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Alsobacter;Alsobacter soli","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Alsobacter","Alsobacter soli","Contig","China: Shanghai","GCA_003004785.1","none","paddy soil","representative genome",2109933,2109933,"obligate aerobe","aerobic"
"696","RS_GCF_013204795.1",99.99,0.46,99.52,0.96,38.7227481002803,6228419,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter panaciterrae","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter panaciterrae","Contig","South Korea: Pocheon","GCA_013204795.1","none","soil","representative genome",363849,363849,"aerobe","aerobic"
"697","RS_GCF_009696065.1",99.91,0.64,99.37,1.27,44.0726605822372,3233390,TRUE,"Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Oliverpabstia;Oliverpabstia intestinalis","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Oliverpabstia","Oliverpabstia intestinalis","Contig","Germany: Freising","GCA_009696065.1","none","feces","representative genome",2606633,2606633,"anaerobe","anaerobic"
"698","RS_GCF_003417065.2",99.99,0.39,99.11,0.63,60.5917584067347,4289656,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp003417065","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter sp003417065","Contig","Antarctica: James Ross Island","GCA_003417065.2","none","regoliths","na",2303334,2303334,"aerobe","aerobic"
"699","RS_GCF_001644645.1",100,0.62,100,0.52,41.5101475997679,5940863,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter_B;Flavisolibacter_B tropicus","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter_B","Flavisolibacter_B tropicus","Complete Genome","South Korea","GCA_001644645.1","none","soil","representative genome",1492898,1492898,"aerobe","aerobic"
"700","RS_GCF_000350165.1",100,2.01,99.13,2.2,32.2689131187443,2873865,TRUE,"Bacteria;Bacillota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium saccharolyticum","Bacteria","Bacillota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Halanaerobium saccharolyticum","Contig","none","GCA_000350165.1","none","none","representative genome",43595,1293054,"anaerobe","anaerobic"
"701","RS_GCF_000183725.1",100,0.48,99.59,2.05,44.5640619474582,2819357,TRUE,"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfuricurvum;Sulfuricurvum kujiense","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfuricurvum","Sulfuricurvum kujiense","Complete Genome","Japan","GCA_000183725.1","none","drain water from underground crude oil storage cavity","representative genome",148813,709032,"anaerobe","anaerobic"
"702","RS_GCF_023078375.1",97.58,0.3,98.21,0,70.3109310417299,4624884,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas gilardii","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","Roseomonas gilardii","Complete Genome","USA","GCA_023078375.1","none","blood and other clinical sources","na",257708,204527,"obligate aerobe","aerobic"
"703","RS_GCF_000426225.1",96.41,0.82,99.35,0.65,42.3920308494807,4469042,TRUE,"Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulforegulaceae;Desulforegula;Desulforegula conservatrix","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulforegulaceae","Desulforegula","Desulforegula conservatrix","Scaffold","none","GCA_000426225.1","none","none","representative genome",153026,1304885,"anaerobe","anaerobic"
"704","GB_GCA_001544595.2",99.98,0.06,99.19,1.01,63.1125316510461,6726081,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Caballeronia;Caballeronia peredens","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Caballeronia","Caballeronia peredens","Contig","none","GCA_001544595.2","none","soil","na",1777132,1777132,"aerobe","aerobic"
"705","RS_GCF_002804065.1",99.99,0.49,96.59,1.05,58.7094945818759,3352175,TRUE,"Bacteria;Bacillota;Bacilli;Kyrpidiales;Kyrpidiaceae;Kyrpidia;Kyrpidia spormannii","Bacteria","Bacillota","Bacilli","Kyrpidiales","Kyrpidiaceae","Kyrpidia","Kyrpidia spormannii","Complete Genome","Portugal: Sao Miguel","GCA_002804065.1","none","Hydrothermal Systems","representative genome",2055160,2055160,"aerobe","aerobic"
"706","RS_GCF_000517025.1",98.99,1.64,98.26,0.87,33.4383846533724,2884521,TRUE,"Bacteria;Bacillota;Halanaerobiia;Halobacteroidales;Halobacteroidaceae;Halonatronum;Halonatronum saccharophilum","Bacteria","Bacillota","Halanaerobiia","Halobacteroidales","Halobacteroidaceae","Halonatronum","Halonatronum saccharophilum","Scaffold","Tanzania","GCA_000517025.1","none","not provided; submitted under MIGS 2.1","representative genome",150060,926692,"anaerobe","anaerobic"
"707","GB_GCA_000510425.1",98.96,1.6,98.94,0,38.1012244487466,1829558,TRUE,"Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Hornefia;Hornefia nodata","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","Hornefia","Hornefia nodata","Contig","none","GCA_000510425.1","none","none","na",35518,1161902,"anaerobe","anaerobic"
"708","RS_GCF_016907455.1",99.97,0.37,98.05,0,69.705505108859,3647194,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium;Brachybacterium muris","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermabacteraceae","Brachybacterium","Brachybacterium muris","Contig","none","GCA_016907455.1","none","none","na",219301,219301,"obligate aerobe","aerobic"
"709","RS_GCF_003254275.1",100,0.01,100,1.09,46.5718026334595,4380952,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Breznakibacter;Breznakibacter xylanolyticus","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Breznakibacter","Breznakibacter xylanolyticus","Scaffold","Germany","GCA_003254275.1","none","none","representative genome",990,990,"anaerobe","anaerobic"
"710","RS_GCF_000010185.1",99.96,0.25,99.39,0,32.0665009009735,1986740,TRUE,"Bacteria;Bacillota;Clostridia;Tissierellales;Peptoniphilaceae;Finegoldia;Finegoldia magna_H","Bacteria","Bacillota","Clostridia","Tissierellales","Peptoniphilaceae","Finegoldia","Finegoldia magna_H","Complete Genome","none","GCA_000010185.1","none","none","na",1260,334413,"anaerobe","anaerobic"
"711","RS_GCF_009711125.1",99.99,0.88,98.44,0.81,46.6434637399771,4067303,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Metabacillus_B;Metabacillus_B mangrovi","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Metabacillus_B","Metabacillus_B mangrovi","Contig","India: Andhra Pradesh","GCA_009711125.1","none","mangrove forest","representative genome",1491830,1491830,"aerobe","aerobic"
"712","RS_GCF_000423325.1",99.99,0.06,99.64,0,70.3160324783197,2722122,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Novilysobacter;Novilysobacter defluvii","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Novilysobacter","Novilysobacter defluvii","Scaffold","India","GCA_000423325.1","none","none","representative genome",391738,1385515,"aerobe","aerobic"
"713","RS_GCF_000515355.1",83.43,0.6,81.74,0,71.7953222861707,5802150,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Cellulomonadaceae;Promicromonospora;Promicromonospora kroppenstedtii","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Cellulomonadaceae","Promicromonospora","Promicromonospora kroppenstedtii","Scaffold","Spain","GCA_000515355.1","none","not provided; submitted under MIGS 2.1","representative genome",440482,926564,"aerobe","aerobic"
"714","RS_GCF_000227315.1",95.26,2.66,91.49,0,31.6890223302865,2237864,TRUE,"Bacteria;Bacillota;Clostridia;Tissierellales;Peptoniphilaceae;Peptoniphilus;Peptoniphilus indolicus","Bacteria","Bacillota","Clostridia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus indolicus","Scaffold","none","GCA_000227315.1","none","none","na",33030,997350,"anaerobe","anaerobic"
"715","RS_GCF_000621485.1",99.98,0.09,100,0.35,33.9571019576,4024838,TRUE,"Bacteria;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Alkaliphilus;Alkaliphilus transvaalensis","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Natronincolaceae","Alkaliphilus","Alkaliphilus transvaalensis","Scaffold","none","GCA_000621485.1","none","none","representative genome",114628,1408422,"anaerobe","anaerobic"
"716","RS_GCF_000211415.1",96.82,2.87,96.76,1.62,55.2977583716628,4960219,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter mori","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter mori","Scaffold","none","GCA_000211415.1","none","none","na",539813,980518,"anaerobe","anaerobic"
"717","RS_GCF_000429025.1",100,7.41,100,1.14,69.4364866585782,9537556,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia spinosispora","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia spinosispora","Scaffold","South Korea","GCA_000429025.1","none","none","representative genome",103441,1123025,"aerobe","aerobic"
"718","RS_GCF_900103625.1",99.96,0.75,99.78,3.08,66.5878034036808,2266470,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium;Corynebacterium mycetoides","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium mycetoides","Chromosome","none","GCA_900103625.1","none","none","representative genome",38302,38302,"aerobe","aerobic"
"719","RS_GCF_003003215.1",100,0.04,99.69,0,60.8873750638204,4677362,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Epibacterium;Epibacterium scottomollicae","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Epibacterium","Epibacterium scottomollicae","Scaffold","none","GCA_003003215.1","none","none","na",483013,483013,"aerobe","aerobic"
"720","RS_GCF_001592365.1",100,0.02,99.94,0.09,67.5151541355575,4579443,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Gordonia;Gordonia hydrophobica","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Gordonia","Gordonia hydrophobica","Contig","none","GCA_001592365.1","none","none","na",40516,1223541,"aerobe","aerobic"
"721","RS_GCF_004359575.1",99.99,0.1,96.13,1.66,44.2522967283821,2095263,TRUE,"Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Macrococcus;Macrococcus bovicus","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Macrococcus","Macrococcus bovicus","Contig","USA: North Carolina","GCA_004359575.1","none","Udder of Holstein cow","na",69968,69968,"obligate aerobe","aerobic"
"722","RS_GCF_900156735.1",99.97,0.35,100,0.74,34.7132914353515,5183225,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium ureilyticum","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium ureilyticum","Contig","none","GCA_900156735.1","none","none","representative genome",373668,373668,"aerobe","aerobic"
"723","RS_GCF_003675325.1",100,0.31,99.46,0.25,72.1191583357696,8157885,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces dangxiongensis","Bacteria","Actinomycetota","Actinomycetes","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces dangxiongensis","Complete Genome","China: Dangxiong","GCA_003675325.1","none","grass soil","representative genome",1442032,1442032,"aerobe","aerobic"
"724","RS_GCF_900114375.1",100,0.06,99.37,0,69.6266802545014,5323773,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium;Methylobacterium salsuginis","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Methylobacterium salsuginis","Scaffold","none","GCA_900114375.1","none","none","representative genome",414703,414703,"aerobe","aerobic"
"725","RS_GCF_900168205.1",100,0.44,100,0,33.5752323113302,4857813,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium balustinum","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium balustinum","Contig","none","GCA_900168205.1","none","none","na",246,246,"obligate aerobe","aerobic"
"726","RS_GCF_003725695.1",100,0.58,98.96,0.52,70.2286309851697,4457833,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola marmoriginsengisoli","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Marmoricola","Marmoricola marmoriginsengisoli","Scaffold","South Korea: Pocheon Province","GCA_003725695.1","none","soil of a ginseng field","representative genome",661483,661483,"aerobe","aerobic"
"727","RS_GCF_004363315.1",100,0.06,99.53,0,65.9933817202008,2790625,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Tepidicella;Tepidicella xavieri","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Tepidicella","Tepidicella xavieri","Scaffold","none","GCA_004363315.1","none","none","representative genome",360241,360241,"aerobe","aerobic"
"728","RS_GCF_002909485.1",100,0.38,100,0.55,61.32864433675,4803302,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas stutzeri_AH","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas","Stutzerimonas stutzeri_AH","Contig","Germany: Espelkamp","GCA_002909485.1","none","mineral oil-contaminated soil","na",316,316,"aerobe","aerobic"
"729","RS_GCF_000526395.1",99.71,0.42,100,0,43.764577619413,2105968,TRUE,"Bacteria;Synergistota;Synergistia;Synergistales;Aminobacteriaceae;Aminobacterium;Aminobacterium mobile","Bacteria","Synergistota","Synergistia","Synergistales","Aminobacteriaceae","Aminobacterium","Aminobacterium mobile","Contig","Colombia","GCA_000526395.1","none","not provided; submitted under MIGS 2.1","representative genome",81467,1304875,"anaerobe","anaerobic"
"730","RS_GCF_000145215.1",99.97,0,99.52,0,35.243290502116,2532343,TRUE,"Bacteria;Bacillota;Thermoanaerobacteria;Caldicellulosiruptorales;Caldicellulosiruptoraceae;Caldicellulosiruptor;Caldicellulosiruptor obsidiansis","Bacteria","Bacillota","Thermoanaerobacteria","Caldicellulosiruptorales","Caldicellulosiruptoraceae","Caldicellulosiruptor","Caldicellulosiruptor obsidiansis","Complete Genome","USA","GCA_000145215.1","none","none","representative genome",717609,608506,"anaerobe","anaerobic"
"731","RS_GCF_001570425.1",100,0.53,100,2.77,66.6012086207529,7387494,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium brisbanense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium brisbanense","Scaffold","none","GCA_001570425.1","none","none","representative genome",146020,146020,"aerobe","aerobic"
"732","RS_GCF_002895605.1",99.73,0.28,98.28,0,33.9748694637788,2107090,TRUE,"Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga;Petrotoga miotherma","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Petrotoga","Petrotoga miotherma","Contig","none","GCA_002895605.1","none","none","representative genome",28237,1434326,"anaerobe","anaerobic"
"733","RS_GCF_000367945.1",100,0.11,99.91,0.36,41.1761286905211,4313783,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter proteolyticus","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter proteolyticus","Scaffold","USA","GCA_000367945.1","none","ear","representative genome",1776741,1776741,"aerobe","aerobic"
