ID,designation_header,strain_number_header,is_type_strain_header,species,domain,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID,Genome Sequence database
140884,R 54638,"LMG 28769, CCUG 67145",1,Bifidobacterium aquikefiri,Bacteria,anaerobe,2791355241,1653207,img
1688,C51,"DSM 20089, ATCC 25910, JCM 8230, CCUG 24607, BCRC 14659, CGMCC 1.2266, KCTC 3271, LMG 10735",1,Bifidobacterium asteroides,Bacteria,anaerobe,2513237174,1684,img
,,,,,,,2671180601,1437594,img
1756,AFB23-4,"DSM 23969, JCM 17299, KCTC 15319",1,Bifidobacterium biavatii,Bacteria,anaerobe,2597490240,1437608,img
,,,,,,,2657245625,1437608,img
1693,"Ti, Tissier","DSM 20456, ATCC 29521, JCM 1255, BCRC 11845, BCRC 14615, CCUG 18364, CCUG 45217, CECT 870, CGMCC 1.2212, CIP 56.7, HAMBI 1380, IFO 14252, KCTC 3202, KCTC 3281, LMG 11041, LMG 8810, NBRC 100015, NBRC 14252, NCAIM B.02021, NCFB 2715, NCIMB 702715, NCTC 13001, VTT E-97795, NCDO 2715",1,Bifidobacterium bifidum,Bacteria,anaerobe,2541047090,500634,img
,,,,,,,2597490229,1681,img
,,,,,,,2700989374,500634,img
,,,,,,,2848061456,500634,img
1691,"E319f (Variant a), 319f","DSM 20082, JCM 1254, BCRC 11844, CIP 64.64, KCTC 3440, CCUG 45218",0,Bifidobacterium bifidum,Bacteria,anaerobe,2675903332,398514,img
137143,S28a,"CIP 64.65, ATCC 15696, NCDO 2203, CCUG 45219, JCM 7004, BCRC 14614, CCUG 17358, KCTC 3418, LMG 10644",0,Bifidobacterium bifidum,Bacteria,anaerobe,2859461767,1681,img
,,,,,,obligate aerobe,,,
1750,JEMLUCVIII-4,"DSM 22767, CCM 7729, JCM 18049, KCTC 15184",1,Bifidobacterium bohemicum,Bacteria,anaerobe,2597490239,1437606,img
,,,,,,,2657244953,1437606,img
1739,BluCI/TP,"DSM 19703, ATCC BAA-1567, KCTC 15159",1,Bifidobacterium bombi,Bacteria,anaerobe,2600255079,1341695,img
,,,,,,,2663763384,1341695,img
1694,RU917,"DSM 20432, ATCC 27917, JCM 1211, BCRC 14677, CCUG 24608, CGMCC 1.2272, KCTC 3227, LMG 10736",1,Bifidobacterium boum,Bacteria,anaerobe,2558860116,1410645,img
,,,,,,,2600254979,78343,img
,,,,,,,2681813198,1410645,img
1695,S1,"DSM 20213, ATCC 15700, NCTC 11815, JCM 1192, BCRC 11846, CCUG 18365, CCUG 30511, CECT 4839, CGMCC 1.2213, CIP 64.69, KCTC 3220, LMG 10501, LMG 11042, NCFB 2257, NCDO 2257, WDCM 00224",1,Bifidobacterium breve,Bacteria,anaerobe,2667527587,518634,img
,,,,,,,2728369679,518634,img
,,,,,,,2859463870,518634,img
,,,,,,,643886102,518634,img
1696,"S50 (Variant a), S50","DSM 20091, ATCC 15698, JCM 1273, CCUG 24611, CIP 64.66, KCTC 3461, LMG 10737, NCFB 2258, NCDO 2258, CCUG 45220",0,Bifidobacterium breve,Bacteria,anaerobe,2565956583,1385941,img
164528,2028B,"JCM 33352, CCUG 72814, LMG 30938",1,Bifidobacterium callimiconis,Bacteria,facultative anaerobe,2867271487,2306973,img
1754,AFB22-5,"DSM 23973, JCM 17296, KCTC 15334",1,Bifidobacterium callitrichos,Bacteria,anaerobe,2597490241,1437609,img
,,,,,,,2700989375,1437609,img
164527,2020B,"JCM 33351, CCUG 72816, LMG 30937",1,Bifidobacterium castoris,Bacteria,anaerobe,2868066422,2306972,img
,,,,,,facultative anaerobe,,,
1697,B669,"DSM 16992, ATCC 27539, CECT 7362, CIP 104175, DSM 20103, CCUG 18366, JCM 1194, BCRC 14667, CCM 4989, CGMCC 1.2197, HAMBI 560, KCTC 3221, LMG 11043, NCAIM B.02017, NCFB 2246, NCIMB 702246, VTT E-011764",1,Bifidobacterium catenulatum subsp. catenulatum,Bacteria,anaerobe,2597490243,566552,img
,,,,,,,2660237904,566552,img
,,,,,,,642979312,566552,img
1751,HM2-2,"DSM 21854, JCM 15439, KCTC 15185",1,Bifidobacterium catenulatum subsp. kashiwanohense,Bacteria,anaerobe,2597490256,1150460,img
,,,,,,,2675903275,1150460,img
1699,SU806,"DSM 20434, ATCC 27686, CCUG 24609, JCM 1212, CGMCC 1.2276, CIP 103378, KCTC 3275, LMG 10510",1,Bifidobacterium choerinum,Bacteria,anaerobe,2529292584,1121107,img
,,,,,,,2597490261,35760,img
,,,,,,,2660238656,1121107,img
131372,H23-83,"DSM 28792, LMG 28292",1,Bifidobacterium commune,Bacteria,anaerobe,2824199081,1505727,img
,,,,,,obligate aerobe,,,
1701,"RA93, RA 93","DSM 20435, ATCC 27916, CCUG 24610, JCM 1213, BCRC 14672, CGMCC 1.2239, CIP 103379, KCTC 3276, LMG 10738",1,Bifidobacterium cuniculi,Bacteria,anaerobe,2597490228,1688,img
,,,,,,,2671180748,1437601,img
1704,B764,"DSM 20436, ATCC 27534, BCRC 14662, CCUG 17378, CCUG 18367, CECT 687, CGMCC 1.2188, CIP 104176, KCTC 3222, LMG 10506, NCFB 2243, NCTC 11816",1,Bifidobacterium dentium,Bacteria,anaerobe,2634166294,1150423,img
,,,,,,,2816332288,1150423,img
164531,2036B,"JCM 33355, CCUG 72818, LMG 30941",1,Bifidobacterium dolichotidis,Bacteria,facultative anaerobe,2867278111,2306976,img
,,,,,,obligate aerobe,,,
132454,LMM_E3,"DSM 100216, JCM 30801",1,Bifidobacterium eulemuris,Bacteria,microaerophile,2791355248,1765219,img
1732,P6,"DSM 20093, ATCC 49850, JCM 8224, CCUG 34979, CGMCC 1.2274, CIP 103417, KCTC 3277, LMG 11596",1,Bifidobacterium gallicum,Bacteria,anaerobe,2562617144,561180,img
,,,,,,microaerophile,2597490252,561180,img
,,,,,,,2671180475,561180,img
1705,Ch 206-5,"DSM 20670, ATCC 33777, CCUG 34990, JCM 6291, BCRC 14679, CGMCC 1.2283, KCTC 3235, LMG 11586",1,Bifidobacterium gallinarum subsp. gallinarum,Bacteria,anaerobe,2597490217,78344,img
,,,,,,obligate anaerobe,2690316009,1437602,img
1729,RA161,"DSM 6531, ATCC 49392, JCM 8223, CCUG 34977, CGMCC 1.2278, KCTC 3427, LMG 14934",1,Bifidobacterium gallinarum subsp. saeculare,Bacteria,anaerobe,2600254983,1437611,img
,,,,,,obligate anaerobe,2660238131,1437611,img
1706,RU224,"DSM 20092, ATCC 25865, JCM 5820, BCRC 14663, CCUG 34978, CCUG 39904, CGMCC 1.2203, KCTC 3234, LMG 10509, LMG 11569, NCFB 2245",1,Bifidobacterium globosum,Bacteria,anaerobe,2558860115,1410605,img
,,,,,,,2597490251,1690,img
,,,,,,,2690316232,1410605,img
,,,,,,,2823497638,1410605,img
164529,2034B,"JCM 33353, CCUG 72815, LMG 30939",1,Bifidobacterium goeldii,Bacteria,facultative anaerobe,2867275962,2306975,img
,,,,,,obligate aerobe,,,
132346,MRM_8.14,"DSM 100202, JCM 30799, MRM 8.14",1,Bifidobacterium hapali,Bacteria,aerobe,2791355243,1630172,img
1707,C 410,"DSM 20214, ATCC 25912, CCUG 34985, JCM 1302, BCRC 14674, CGMCC 1.2275, KCTC 3230, LMG 11587",1,Bifidobacterium indicum,Bacteria,anaerobe,2660238275,1341694,img
,,,,,,,2802429577,1341694,img
1700,C-215,"CCUG 34986, LMG 18911, DSM 20216, ATCC 25911, JCM 5819, BCRC 14675, CGMCC 1.2279, KCTC 3233, LMG 11584",0,Bifidobacterium indicum,Bacteria,anaerobe,2597490194,1687,img
,,,,,,,2693429521,1437599,img
130215,,"DSM 28807, JCM 30168, LMC 13, KCTC 15888",1,Bifidobacterium lemurum,Bacteria,anaerobe,2791355242,1603886,img
,,,,,,,2791355249,1603886,img
1743,S12,"DSM 20088, ATCC 15697, NCTC 11817, JCM 1222, BCRC 14602, BCRC 15416, CCM 4990, CCUG 18368, CECT 4551, CGMCC 1.1853, CGMCC 1.2202, CIP 64.67, KCTC 3249, KCTC 3270, LMG 8811, NCFB 2205, NCDO 2205",1,Bifidobacterium longum subsp. infantis,Bacteria,anaerobe,2657245662,391904,img
,,,,,,,643348516,391904,img
,,,,,,,651053007,391904,img
154129,,CCUG 52486,0,Bifidobacterium longum subsp. infantis,Bacteria,anaerobe,643886216,537937,img
1709,"E194b (Variant a), E194b","DSM 20219, ATCC 15707, NCTC 11818, CCUG 28903, LMG 13197, JCM 1217, LMG 10497, BCRC 11847, CECT 4503, CIP 64.62, KCTC 3128, KCTC 3215, NCFB 2259, VTT E-96664, NCDO 2259, WDCM 00225",1,Bifidobacterium longum subsp. longum,Bacteria,anaerobe,2600254982,1679,img
,,,,,,facultative anaerobe,2634166334,216816,img
,,,,,,,649633019,565042,img
1746,"SU859, SU 859","DSM 20211, ATCC 27533, JCM 1269, CCUG 35234, BCRC 14671, CGMCC 1.2184, CIP 103377, HAMBI 1381, KCTC 3229, LMG 11598, LMG 21814, NRRL B-41407, VTT E-021921",1,Bifidobacterium longum subsp. suis,Bacteria,anaerobe,2600254974,1695,img
,,,,,,,2636416037,1437597,img
,,,,,,,2690315693,1437597,img
1711,RA3,"DSM 20222, ATCC 27540, CCUG 34987, JCM 1218, BCRC 14676, CGMCC 1.2189, HAMBI 569, KCTC 3228, LMG 11591",1,Bifidobacterium magnum,Bacteria,anaerobe,2524023203,1121108,img
,,,,,,,2597490218,1692,img
,,,,,,,2695420660,1121108,img
1726,Ru915B,"DSM 6492, ATCC 49391, CCUG 34976, JCM 8219, CGMCC 1.2273, KCTC 3369, KCTC 3423, LMG 11341",1,Bifidobacterium merycicum,Bacteria,anaerobe,2563366502,1410646,img
,,,,,,,2600254980,78345,img
,,,,,,,2660238375,1410646,img
1712,F392,"CCUG 34982, DSM 20102, ATCC 27538, JCM 5821, BCRC 14666, CGMCC 1.2233, KCTC 3273, LMG 11592",1,Bifidobacterium minimum,Bacteria,anaerobe,2524023146,1121109,img
,,,,,,,2597490263,1693,img
,,,,,,,2690316073,1121109,img
1747,,"DSM 21395, JCM 15461, YIT 10443, KCTC 5848",1,Bifidobacterium mongoliense,Bacteria,anaerobe,2597489915,1437603,img
,,,,,,facultative anaerobe,2695420510,1437603,img
,,,,,,obligate anaerobe,,,
23789,GG01,"DSM 27321, JCM 18751",1,Bifidobacterium moukalabense,Bacteria,obligate anaerobe,2609460007,1435051,img
132345,MRM_5.9,"DSM 100196, JCM 30796, MRM 5.9, KCTC 15589",1,Bifidobacterium myosotis,Bacteria,anaerobe,2791355235,1630166,img
1737,P3-14,"DSM 17755, AS 1.3009, LMG 21689, JCM 16945, CGMCC 1.3009",1,Bifidobacterium porcinum,Bacteria,anaerobe,2600254978,212365,img
,,,,,,,2663763372,1435463,img
1713,B1279,"DSM 20438, ATCC 27919, CCUG 34989, JCM 1200, BCRC 15476, CCM 7094, CECT 5776, CGMCC 1.2277, CIP 104168, HAMBI 562, KCTC 3223, LMG 10505, NCAIM B.02022, VTT E-991439",1,Bifidobacterium pseudocatenulatum,Bacteria,anaerobe,2562617145,547043,img
,,,,,,obligate aerobe,2597490216,547043,img
,,,,,,,2695420736,547043,img
1717,"PNC-2-9G (Biotype a), PNC-2-9G","DSM 20099, ATCC 25526, CCUG 34981, CCM 7207, JCM 1205, BCRC 14673, CGMCC 1.2185, CIP 105352, KCTC 3224, LMG 11571, NCFB 2244",1,Bifidobacterium pseudolongum,Bacteria,anaerobe,2597490262,31954,img
,,,,,,,2663763404,1437595,img
1738,T16,"DSM 22366, LMG 21775, NCIMB 13940, JCM 15958",1,Bifidobacterium psychraerophilum,Bacteria,anaerobe,2597490219,218140,img
,,,,,,facultative aerobe,2627853606,1435464,img
1718,1145,"CCUG 35235, CIP 107006, DSM 20433, ATCC 27685, JCM 1214, BCRC 14678, CGMCC 1.2240, KCTC 3274, LMG 11572, LMG 21816, NCFB 2260, CUETM 89/17",1,Bifidobacterium pullorum subsp. pullorum,Bacteria,anaerobe,2600254973,78448,img
,,,,,,,2660238454,1437600,img
1753,AFB22-1,"DSM 23975, JCM 17295, KCTC 15318",1,Bifidobacterium reuteri,Bacteria,anaerobe,2600254975,1437610,img
,,,,,,,2675903550,1437610,img
1723,Ru687,"DSM 6489, ATCC 49390, CCUG 34975, JCM 8222, CGMCC 1.2241, KCTC 3425, LMG 12588, LMG 21811",1,Bifidobacterium ruminantium,Bacteria,anaerobe,2558860117,1410647,img
,,,,,,,2597490258,78346,img
,,,,,,,2657244954,1410647,img
1752,AFB23-1,"DSM 23967, JCM 17297, KCTC 15335",1,Bifidobacterium saguini,Bacteria,anaerobe,2597490226,1437607,img
,,,,,,,2663763274,1437607,img
164530,2033B,"JCM 33354, CCUG 72817, LMG 30940",1,Bifidobacterium samirii,Bacteria,facultative anaerobe,2867273872,2306974,img
1734,,"DSM 13734, CCUG 13008 A, ATCC BAA-773, JCM 12489, CCM 7209, KCTC 5849",1,Bifidobacterium scardovii,Bacteria,anaerobe,2651869654,1150461,img
,,,,,,,2700989372,1150461,img
1755,AFB23-3,"DSM 23968, JCM 17298, KCTC 15336",1,Bifidobacterium stellenboschense,Bacteria,anaerobe,2597489947,762211,img
1719,F395,"DSM 20096, ATCC 27537, CCUG 34980",1,Bifidobacterium subtile,Bacteria,anaerobe,2524614804,1121110,img
,,,,,,,2663763018,1121110,img
1735,36,"DSM 15837, CGMCC AS 1.2282, JCM 11165, CGMCC 1.2282, KCTC 5850, LMG 21395, NBRC 106100, VTT E-052869",1,Bifidobacterium thermacidophilum,Bacteria,anaerobe,2524614678,1121111,img
,,,,,,,2600254984,79262,img
,,,,,,,2675903354,1121111,img
1721,P2-91,"DSM 20210, ATCC 25525, CIP 105420, CCUG 34983, JCM 1207, BCRC 14669, CGMCC 1.2235, HAMBI 111, KCTC 3225, LMG 11573, LMG 21813, NCFB 2253, NCIMB 702253, ISL 118",1,Bifidobacterium thermophilum,Bacteria,anaerobe,2600254976,33905,img
,,,,,,,2671180426,1437596,img
1722,RU 326,"DSM 20212, ATCC 25866, JCM 1268, KCTC 3471",0,Bifidobacterium thermophilum,Bacteria,anaerobe,2558860129,1410648,img
132348,MRM_5.18,"DSM 100201, JCM 30798, MRM 5.18, KCTC 15590",1,Bifidobacterium tissieri,Bacteria,anaerobe,2791355236,1630162,img
1740,OMB 115,"DSM 17777, JCM 13495",1,Bifidobacterium tsurumiense,Bacteria,anaerobe,2524023141,1121112,img
,,,,,,facultative anaerobe,2597490257,356829,img
,,,,,,obligate aerobe,2663763500,1121112,img
141014,Tam10B,"LMG 30126, CCUG 70655, CCUG 70655 A",1,Bifidobacterium vansinderenii,Bacteria,facultative anaerobe,2862017679,1984871,img
146880,,"CCUG 32349, ATCC 49260",1,Bilophila wadsworthia,Bacteria,anaerobe,2561511128,1408428,img
5244,"BF36, BF 36","DSM 19580, CIP 109699",1,Biostraticola tofi,Bacteria,aerobe,2791354869,466109,img
,,,,,,facultative anaerobe,,,
24299,"98-D-690B, M327/99/2, M327/99/2T","DSM 28231, CCUG 43067, NCTC 13475, CIP 106354",1,Bisgaardia hudsonensis,Bacteria,microaerophile,2795385461,109472,img
,,,,,,obligate aerobe,,,
5714,"CCM-A-29 1259, JUB59",DSM 19628,1,Bizionia argentinensis,Bacteria,aerobe,2513237264,1046627,img
,,,,,,obligate aerobe,,,
5715,,"DSM 23925, KCTC 22015, KMM 6177, LMG 25220",1,Bizionia echini,Bacteria,aerobe,2622736504,649333,img
,,,,,,obligate aerobe,,,
6160,"Drews F, F","DSM 133, ATCC 19567",1,Blastochloris viridis,Bacteria,anaerobe,2516653000,1079,img
,,,,,,obligate aerobe,2671180457,1079,img
,,,,,,,2687453285,1079,img
,,,,,,,2811994989,1079,img
5810,B15,"DSM 4725, ATCC 25902, JCM 12602, NBRC 107747, CCUG 61909, NCIMB 1849",1,Blastococcus aggregatus,Bacteria,aerobe,2734482074,38502,img
,,,,,,obligate aerobe,,,
24054,,"DSM 45413, CCTCC AA 209045, KCTC 19998, YIM 68236, JCM 17896, JCM 31483",1,Trujillonella endophytica,Bacteria,aerobe,2599185194,673521,img
,,,,,,obligate aerobe,,,
159637,GP-S2-8,"DSM 106127, JCM 32354, KCCM 43275, KCTC 49078",1,Blastococcus litoris,Bacteria,aerobe,2834497130,2171622,img
,,,,,,obligate aerobe,,,
5813,,"CCUG 61911, DSM 44509, JCM 13239, NRRL B-24246, BC 444",1,Blastococcus saxobsidens,Bacteria,aerobe,2816332115,138336,img
,,,,,,obligate aerobe,2837591487,138336,img
156388,,CCUG 61487,0,Blastococcus sp.,Bacteria,microaerophile,2894877226,1840703,img
,,,,,,obligate aerobe,,,
14141,"1, EY4220","DSM 3183, ATCC 35951, UQM 2507, JCM 12333, ACM 2507, CECT 4273, CIP 106842, IFO 15649, JCM 10396, KCTC 2886, LMG 17322, NBRC 15649, NCIMB 12085",1,Blastomonas natatoria,Bacteria,obligate aerobe,2756170222,34015,img
131530,"S-cc-6089-ARE-18, SJ-18, SJ18","DSM 29492, KCTC 15541, JCM 34498",1,Blautia caecimuris,Bacteria,anaerobe,2928543200,1796615,img
18067,CLC-1,"DSM 935, ATCC 29236, NCTC 11035, JCM 1395, BCRC 14467, CCM 6064",1,Blautia coccoides,Bacteria,anaerobe,2799112274,1532,img
,,,,,,,2808606725,1532,img
159580,KGMB01111,"DSM 107827, KCTC 15706, JCM 34499",1,Blautia faecicola,Bacteria,anaerobe,2885218630,2509240,img
,,,,,,obligate anaerobe,,,
24769,M25,"DSM 27629, JCM 17205, KCTC 5980",1,Blautia faecis,Bacteria,anaerobe,2901179768,871665,img
18071,,"DSM 20583, ATCC 27752, VPI C7-24, JCM 14655, CIP 104219",1,Blautia hansenii,Bacteria,anaerobe,2562617096,537007,img
,,,,,,,2773857866,537007,img
18073,S5a33,"DSM 10507, JCM 14656",1,Blautia hydrogenotrophica,Bacteria,anaerobe,643886199,476272,img
,,,,,,facultative anaerobe,,,
17684,,"DSM 25238, ATCC 29174, KCTC 15206, VPI B3-21",1,Blautia obeum,Bacteria,anaerobe,640963024,411459,img
18068,2396,"DSM 2950, ATCC 27340, CCUG 10976, CCUG 9990, JCM 1471, KCTC 15607, VPI 4299, NCTC 11829, KCTC 3242, KCTC 3695",1,Blautia producta,Bacteria,anaerobe,2515154176,1121114,img
,,,,,,,2524023161,1121114,img
18069,U-1,"DSM 3507, ATCC 35244",0,Blautia producta,Bacteria,anaerobe,2852254035,33035,img
130919,YL58,DSM 26115,1,Blautia pseudococcoides,Bacteria,anaerobe,2758568009,1532,img
,,,,,,facultative anaerobe,,,
18072,B,"DSM 10518, JCM 14657, CCUG 53897, CIP 105464, KCTC 5953",1,Blautia schinkii,Bacteria,anaerobe,2561511230,1410649,img
18075,Walcc: 14507,"DSM 19850, ATCC BAA-1564, JCM 17041, KCTC 5965, WAL 14507",1,Blautia wexlerae,Bacteria,anaerobe,2528768167,1121115,img
1770,2017-12,"DSM 11294, CCUG 39178, HKI 88, JCM 11479, ATCC 700413, CIP 105404, NBRC 106158, HKI 0088",1,Bogoriella caseilytica,Bacteria,aerobe,2781126043,56055,img
,,,,,,microaerophile,,,
,,,,,,obligate aerobe,,,
130371,Bin4,"DSM 26316, CCUG 65819",0,Bombilactobacillus mellifer,Bacteria,anaerobe,2630968413,1218492,img
,,,,,,facultative anaerobe,,,
1768,BLAPIII-AGV,"DSM 22924, ATCC BAA-1568",1,Bombiscardovia coagulans,Bacteria,anaerobe,2788500098,686666,img
,,,,,,microaerophile,,,
377,,"DSM 11332, ATCC 35086, CCUG 13726, LMG 1852, Hinz 591-77, CIP 103348, NCTC 12033",1,Bordetella avium,Bacteria,aerobe,2916308423,521,img
381,"5589, F5101","DSM 13416, ATCC 51541, CCM 4585, CCUG 13416, CCUG 34073, CDC F5101, LMG 15945, CIP 104394",1,Bordetella holmesii,Bacteria,obligate aerobe,2576861425,1247649,img
368,522,"DSM 13415, ATCC 15311, CCUG 413, LMG 14449, NCTC 5952, CIP 64.11, LMG 1831",1,Bordetella parapertussis,Bacteria,aerobe,2773857998,519,img
,,,,,,obligate aerobe,2811995279,519,img
382,Se-1111R,"DSM 12804, CCUG 43448, CIP 107267, ATCC BAA-461, CCM 7166",1,Bordetella petrii,Bacteria,aerobe,641228479,340100,img
,,,,,,anaerobe,,,
,,,,,,obligate aerobe,,,
14305,VS 461,"DSM 10508, ATCC 51567, CIP 103469",1,Borrelia afzelii,Bacteria,facultative anaerobe,2861437327,29518,img
,,,,,,microaerophile,,,
14310,"CA446, CA 446","DSM 17989, ATCC BAA-2689, CIP 109133",1,Borrelia californiensis,Bacteria,microaerophile,2861252286,373543,img
14307,20047,"DSM 10534, ATCC 51383, CIP 103362",1,Borrelia garinii subsp. garinii,Bacteria,facultative anaerobe,2728369389,29519,img
,,,,,,microaerophile,,,
24808,25015,"DSM 26572, ATCC BAA-2495",1,Borrelia kurtenbachii,Bacteria,microaerophile,2861272341,1196056,img
14313,"CA28, CA28-91","DSM 17992, CIP 109135",1,Borrelia lanei,Bacteria,facultative anaerobe,2861253713,373540,img
,,,,,,microaerophile,,,
14309,"PC-Eq17, PC-eq17N5","DSM 16813, CIP 108855",1,Borrelia spielmanii,Bacteria,facultative anaerobe,2861251124,88916,img
,,,,,,microaerophile,,,
14308,IST7,"DSM 16138, JCM 11958",1,Borrelia turcica,Bacteria,microaerophile,2840707444,1104446,img
,,,,,,obligate anaerobe,,,
24807,Okinawa-CW62,"DSM 24625, JCM 17189, DSM 23263",1,Borrelia yangtzensis,Bacteria,microaerophile,2861264975,683292,img
1791,R-46060,"DSM 26656, CCUG 61247, LMG 26379",1,Bosea lathyri,Bacteria,aerobe,2622736433,1036778,img
,,,,,,obligate aerobe,,,
1792,R-45681,"DSM 26673, CCUG 61248, LMG 26383",1,Bosea lupini,Bacteria,aerobe,2634166302,1036779,img
,,,,,,obligate aerobe,,,
1793,R-46070,"DSM 26672, CCUG 61249, LMG 26381",1,Bosea robiniae,Bacteria,aerobe,2675903146,1036780,img
,,,,,,obligate aerobe,,,
1786,BI-42,"DSM 9653, CCUG 55771, ATCC 700366",1,Bosea thiooxidans,Bacteria,aerobe,2595698224,53254,img
,,,,,,facultative aerobe,,,
,,,,,,obligate aerobe,,,
174,M1749/98/1,"DSM 15383, CCUG 41710, CIP 106509",1,Boudabousia marimammalium,Bacteria,facultative anaerobe,2865869608,156892,img
,,,,,,microaerophile,,,
188,R2014,"DSM 19116, CCUG 46092, CIP 107668",1,Bowdeniella nasicola,Bacteria,anaerobe,2855319728,208480,img
,,,,,,facultative anaerobe,,,
,,,,,,microaerophile,,,
132661,KWS-1,"DSM 28796, JCM 30059, MTCC 11836",1,Brachybacterium aquaticum,Bacteria,aerobe,2868155942,1432564,img
,,,,,,obligate aerobe,,,
159799,M1HQ-2,"KCTC 49087, CGMCC 1.16391, JCM 33403",1,Brachybacterium endophyticum,Bacteria,aerobe,2837086405,2182385,img
,,,,,,obligate aerobe,,,
3911,R-5509,"DSM 14564, LMG 20336, CCUG 50350, JCM 12138, CIP 108248",1,Brachybacterium fresconis,Bacteria,aerobe,2918358370,173363,img
,,,,,,obligate aerobe,,,
3914,"C3H-21, C3H 21-2","DSM 15460, CCM 7047, JCM 14117, CCUG 50159, CCUG 50352, CIP 108210, DSM 14560",1,Brachybacterium muris,Bacteria,obligate aerobe,2893575648,219301,img
3903,"35, IMV-Ac 752","DSM 9573, IMV Ac-752, JCM 11648, CIP 104813, IAM 14582, IFO 15384, LMG 19549, NBRC 15384",1,Brachybacterium nesterenkovii,Bacteria,facultative anaerobe,2865174459,47847,img
,,,,,,obligate aerobe,,,
3913,R-5647,"DSM 14566, LMG 20354, CCUG 50347, JCM 12139, CIP 108249, LMG 20345",1,Brachybacterium sacelli,Bacteria,aerobe,2918362552,173364,img
3917,JG 06,"DSM 23186, IMCC 252, JCM 19544",1,Brachybacterium saurashtrense,Bacteria,aerobe,2848551377,556288,img
,,,,,,,2866391516,556288,img
133630,M-6-3,"KACC 14221, JCM 16464",1,Brachybacterium squillarum,Bacteria,aerobe,2548876527,1074488,img
3910,,"CCUG 50353, CCM 4521, DSM 10673, CNRZ 926, JCM 11610, ATCC 700068, CIP 104812, IAM 14579, IFO 16119, LMG 19552, NBRC 16119, NCIMB 13430",1,Brachybacterium tyrofermentans,Bacteria,aerobe,2893692521,47848,img
,,,,,,facultative anaerobe,,,
3916,JB,"DSM 18832, CGMCC 1.6508, LMG 23926, JCM 15471",1,Brachybacterium zhongshanense,Bacteria,anaerobe,2681813033,1305859,img
2909,AIMA4,"DSM 19884, LMG 24400",1,Brachymonas chironomi,Bacteria,aerobe,2518285616,1121116,img
2908,AS-P1,"DSM 15123, JCM 9216, CCUG 45365, CGMCC 1.7100",1,Brachymonas denitrificans,Bacteria,aerobe,2599185145,1121117,img
,,,,,,obligate aerobe,,,
152395,B78,"CCUG 46668, ATCC 27164, NCTC 13041, DSM 105803",1,Brachyspira hyodysenteriae,Bacteria,anaerobe,2519899693,1266923,img
,,,,,,,2711768145,1266923,img
17852,56-150,"DSM 12563, ATCC 51284, CIP 105832",1,Brachyspira murdochii,Bacteria,anaerobe,646564514,526224,img
343,LGM 19451,"DSM 13743, LMG 19451, NCIMB 13739, CCUG 47103, RKI 99-01984, CIP 107426",1,Brackiella oedipodis,Bacteria,aerobe,2556921113,1121118,img
,,,,,,microaerophile,,,
,,,,,,obligate aerobe,,,
166188,39S1MB,"LMG 29934, HAMBI 3680",1,Bradyrhizobium amphicarpaeae,Bacteria,aerobe,2844521893,1404768,img
,,,,,,obligate aerobe,,,
1813,"P17Hg1, PL7HG1","DSM 17288, CECT 5829, LMG 21987, NBRC 103048, CCUG 55850",1,Bradyrhizobium betae,Bacteria,aerobe,2824350403,244734,img
,,,,,,obligate aerobe,,,
133740,,"LMG 26137, HAMBI 3184, CGMCC 1.10947, CCBAU 15774",1,Bradyrhizobium daqingense,Bacteria,aerobe,2596583556,993502,img
,,,,,,obligate aerobe,,,
133742,,"LMG 26136, CGMCC 1.10948, HAMBI 3180, CCBAU 23303",1,Bradyrhizobium huanghuaihaiense,Bacteria,aerobe,2596583587,990078,img
,,,,,,obligate aerobe,,,
140478,U675,"LMG 30031, BR 6010, CNPSo 1165, SEMIA 6399",1,Bradyrhizobium mercantei,Bacteria,aerobe,2876791980,1904807,img
,,,,,,obligate aerobe,,,
1784,S58,"DSM 12412, ATCC 43045, JCM 1494, LMG 10732, NCIMB 12151, CCUG 57401, CCBAU 101025",1,Bradyrhizobium oligotrophicum,Bacteria,aerobe,2597489926,1245469,img
