"accession","checkm2_completeness","checkm2_contamination","checkm_completeness","checkm_contamination","gc_percentage","genome_size","gtdb_representative","gtdb_taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species","ncbi_assembly_level","ncbi_country","ncbi_genbank_assembly_accession","ncbi_genome_category","ncbi_isolation_source","ncbi_refseq_category","ncbi_species_taxid","ncbi_taxid","Oxygen.tolerance","Oxygen2"
"RS_GCF_003063475.1",100,0.22,99.61,0.03,55.8903767794895,3029942,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans curvus","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Limnohabitans","s__Limnohabitans curvus","Contig","Austria: Lake Mondsee","GCA_003063475.1","none","alpine lake","representative genome",323423,323423,"facultative anaerobe","facultative"
"RS_GCF_003063455.1",100,0,99.97,0.06,59.2459958351976,2972530,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__Limnohabitans_A parvus","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Limnohabitans_A","s__Limnohabitans_A parvus","Contig","Czech Republic: Rimov reservoir","GCA_003063455.1","none","drinking water reservoir; LTER site","representative genome",540061,1293052,"facultative anaerobe","facultative"
"RS_GCF_000159235.2",99.23,0.27,100,0,42.6568269293952,1430526,TRUE,"d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae","d__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Fannyhessea","s__Fannyhessea vaginae","Contig","none","GCA_000159235.2","none","vagina","na",82135,525256,"facultative anaerobe","facultative"
"RS_GCF_030408655.1",100,0.4,99.45,0.55,56.9295442756675,3011338,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium cystitidis","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium cystitidis","Complete Genome","Japan: Kokkaido","GCA_030408655.1","none","urine from a cow with cystitis","na",35757,1121357,"facultative anaerobe","facultative"
"RS_GCF_000980835.1",99.98,0.18,99.38,0.09,46.4627782155548,2354065,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium kutscheri","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium kutscheri","Complete Genome","none","GCA_000980835.1","none","lung abscess","representative genome",35755,35755,"facultative anaerobe","facultative"
"RS_GCF_000175375.1",100,0.17,99.89,0,57.087184601045,2855988,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium matruchotii","Contig","none","GCA_000175375.1","none","biological product [ENVO:02000043]","representative genome",43768,553207,"facultative anaerobe","facultative"
"RS_GCF_002563965.1",99.99,0.73,98.35,1.76,59.1348304992024,2348927,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium renale","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium renale","Contig","none","GCA_002563965.1","none","none","na",1724,1724,"facultative anaerobe","facultative"
"RS_GCF_000159135.1",99.98,0.14,98.99,0.22,59.4001659883852,2828991,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium striatum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium striatum","Scaffold","none","GCA_000159135.1","none","biological product [ENVO:02000043]","na",43770,525268,"facultative anaerobe","facultative"
"RS_GCF_000988235.1",90.21,0.15,93.01,0.1,68.7472908223972,2749912,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium xerosis","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium xerosis","Contig","none","GCA_000988235.1","none","ear discharge of child","na",1725,1725,"facultative anaerobe","facultative"
"RS_GCF_900187135.1",99.97,0.23,99.78,0,53.3122011475445,2453761,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium ulcerans","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium ulcerans","Complete Genome","United Kingdom","GCA_900187135.1","none","Throat","na",65058,65058,"facultative anaerobe","facultative"
"RS_GCF_000069945.1",99.99,1.39,100,0,64.1852441669597,2369219,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium urealyticum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium urealyticum","Complete Genome","none","GCA_000069945.1","none","none","na",43771,504474,"facultative anaerobe","facultative"
"RS_GCF_030440595.1",99.99,0.28,99.35,0,59.0384157216713,2866769,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium glucuronolyticum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium glucuronolyticum","Complete Genome","Switzerland: Zurich","GCA_030440595.1","none","semen; genitourinary infection","representative genome",39791,1121361,"facultative anaerobe","facultative"
"RS_GCF_000159595.1",99.98,0.87,98.94,0.72,58.989171552799,2875263,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium glucuronolyticum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium glucuronolyticum","Scaffold","none","GCA_000159595.1","none","biological product [ENVO:02000043]","na",39791,548478,"facultative anaerobe","facultative"
"RS_GCF_019048165.1",99.92,0.01,97.94,0.18,61.3859275987636,2510261,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium coyleae","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium coyleae","Complete Genome","Germany: Braunschweig","GCA_019048165.1","none","none","representative genome",53374,53374,"facultative anaerobe","facultative"
"RS_GCF_000590555.1",99.99,0.04,99.4,0,58.9016872208841,2031902,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium argentoratense","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium argentoratense","Complete Genome","none","GCA_000590555.1","none","none","representative genome",42817,1348662,"facultative anaerobe","facultative"
"RS_GCF_000739455.1",99.99,0.13,99.78,0.15,64.2678342323854,2565321,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium imitans","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium imitans","Complete Genome","Poland: regional hospital of Przemysl","GCA_000739455.1","none","5-month-old boy with  pharyngeal diphtheria","na",156978,156978,"facultative anaerobe","facultative"
"RS_GCF_030408355.1",99.86,0.03,97.32,0,64.732958303111,2375453,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium afermentans","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium afermentans","Complete Genome","Canada","GCA_030408355.1","none","blood culture","na",38286,144183,"facultative anaerobe","facultative"
"RS_GCF_003688935.1",100,0.03,99.78,0,57.0681000532022,2419073,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium macginleyi","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium macginleyi","Contig","France: Sarrebourg","GCA_003688935.1","none","corneal ulcer","na",38290,38290,"facultative anaerobe","facultative"
"RS_GCF_000159635.1",99.97,0.06,97.66,0,64.8373858797607,2385784,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium lipophiloflavum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium lipophiloflavum","Scaffold","none","GCA_000159635.1","none","biological product [ENVO:02000043]","representative genome",161889,525263,"facultative anaerobe","facultative"
"GB_GCA_000525655.1",100,0.26,99.32,0.45,63.1561587742719,2719616,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium falsenii","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium falsenii","Complete Genome","none","GCA_000525655.1","none","none","na",108486,1451189,"facultative anaerobe","facultative"
"RS_GCF_013410305.1",99.98,0.14,99.55,0.45,57.1528162696213,2800016,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium durum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium durum","Contig","France: Strasbourg; France","GCA_013410305.1","none","none","na",61592,61592,"facultative anaerobe","facultative"
"RS_GCF_000833575.1",100,0.23,99.78,0.55,60.119116805906,2830519,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium singulare","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium singulare","Complete Genome","France: Institute of Bacteriology of Strasbourg","GCA_000833575.1","none","semen","representative genome",161899,161899,"facultative anaerobe","facultative"
"RS_GCF_000023145.1",99.99,0.01,97.86,0,57.4598537520782,2446804,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium kroppenstedtii","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium kroppenstedtii","Complete Genome","none","GCA_000023145.1","none","none","representative genome",161879,645127,"facultative anaerobe","facultative"
"RS_GCF_029383185.1",99.91,0.7,99.23,0.99,54.0135095038239,3097821,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium felinum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium felinum","Scaffold","United Kingdom: Inverness","GCA_029383185.1","none","none","na",131318,131318,"facultative anaerobe","facultative"
"RS_GCF_000011305.1",99.94,0.19,99.89,0,62.973811191472,3219505,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium efficiens","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium efficiens","Complete Genome","none","GCA_000011305.1","none","none","representative genome",152794,196164,"facultative anaerobe","facultative"
"RS_GCF_030408855.1",100,0.43,99.34,0.26,62.8591479132731,2529320,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium glaucum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium glaucum","Complete Genome","none","GCA_030408855.1","none","cosmetic dye","representative genome",187491,187491,"facultative anaerobe","facultative"
"RS_GCF_030408415.1",100,1.42,99.34,0.54,64.1984436427881,2284440,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium appendicis","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium appendicis","Complete Genome","none","GCA_030408415.1","none","abdominal swab of a patient with appendicitis accompanied with abscess formation","representative genome",163202,1161099,"facultative anaerobe","facultative"
"RS_GCF_024138775.1",99.99,0.12,99.12,0,60.4532025075767,2683765,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium aurimucosum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium aurimucosum","Chromosome","Germany","GCA_024138775.1","none","Blood culture","na",169292,169292,"facultative anaerobe","facultative"
"RS_GCF_000766885.2",99.78,1.55,99.06,0.44,59.4055417303224,2450029,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium camporealense","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium camporealense","Complete Genome","Spain","GCA_000766885.2","none","Sheep Milk","na",161896,161896,"facultative anaerobe","facultative"
"RS_GCF_000372085.1",99.98,0.01,99.71,0,64.5303656649664,1960866,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium capitovis","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium capitovis","Contig","none","GCA_000372085.1","none","skin scrapings from the infected head of a sheep","na",131081,1121354,"facultative anaerobe","facultative"
"RS_GCF_001021045.1",100,0.14,99.45,0,63.1383795392224,2721226,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium testudinoris","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium testudinoris","Complete Genome","none","GCA_001021045.1","none","necrotic lesions in the mouth","representative genome",136857,136857,"facultative anaerobe","facultative"
"RS_GCF_000550785.1",100,0.37,99.34,0.22,55.6844989050865,3132213,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium casei","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium casei","Complete Genome","none","GCA_000550785.1","none","none","representative genome",160386,1285583,"facultative anaerobe","facultative"
"RS_GCF_008693095.1",99.98,0.43,99.67,0.11,57.4612210370445,2463578,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium spheniscorum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium spheniscorum","Contig","Argentina: Peninsula Valdes","GCA_008693095.1","none","cloaca","na",185761,185761,"facultative anaerobe","facultative"
"RS_GCF_001941445.1",100,0,99.77,0.6,60.9170335520749,2926437,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium aquilae","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium aquilae","Complete Genome","Spain: Bird rehabilitation centre in Castilla-La Mancha","GCA_001941445.1","none","choanae of a healthy eagle","representative genome",203263,1431546,"facultative anaerobe","facultative"
"RS_GCF_001941505.1",99.99,0.14,99.4,0.2,74.7296033334374,2594799,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sphenisci","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium sphenisci","Complete Genome","Argentina: ValdA(c)s Peninsula","GCA_001941505.1","none","cloacae of healthy wild penguins (Spheniscus magellanicus)","representative genome",191493,1437874,"facultative anaerobe","facultative"
"RS_GCF_000732945.1",99.99,0.36,99.45,0.4,65.3586687988173,2359448,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium atypicum","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium atypicum","Complete Genome","United Kingdom: Wales; Cardiff","GCA_000732945.1","none","unknown human clinical source","representative genome",191610,191610,"facultative anaerobe","facultative"
"RS_GCF_000379705.1",98.89,0.13,98.13,0,49.7137217153691,1843677,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium caspium","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium caspium","Scaffold","United Kingdom","GCA_000379705.1","none","penis of a Caspian seal (Phoca caspica)","na",234828,1121355,"facultative anaerobe","facultative"
"RS_GCF_015351405.1",99.98,0,99.21,0.45,60.1559618879032,2237085,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium suicordis","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium suicordis","Contig","China","GCA_015351405.1","none","none","na",203264,1121369,"facultative anaerobe","facultative"
"RS_GCF_000372385.1",100,0.08,99.9,0,62.0699476186398,2545566,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium ciconiae","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Corynebacterium","s__Corynebacterium ciconiae","Contig","Spain","GCA_000372385.1","none","Trachea of apparently healthy wild nestling black storks (Ciconia nigra)","na",227319,1121356,"facultative anaerobe","facultative"
